judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,keamanan,taman,alamat_teks,latitude,longitude,url_listing,sumber_data,wilayah_scraping
Lelang Rumah 2 Lantai | Daerah Peneleh | 600 Jt,600000000,64.0,64.0,,,1,,Unfurnished,0,0,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/lelang-rumah-2-lantai-daerah-peneleh-600-jt-hos42383102/,rumah123,Surabaya Pusat
Rumah Peneleh Tengah Kota SHM IMB Lengkap,390000000,115.0,120.0,4.0,2.0,2,,Unfurnished,0,1,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/rumah-peneleh-tengah-kota-shm-imb-lengkap-hos42261213/,rumah123,Surabaya Pusat
Jual Rumah Hitung Tanah di Peneleh. Cocok untuk Dibangun Cafe Heritage atau Kos [Ed],690000000,115.0,120.0,4.0,2.0,1,,Unfurnished,0,0,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/jual-rumah-hitung-tanah-di-peneleh-cocok-untuk-dibangun-cafe-heritage-atau-kos-ed-hos42283833/,rumah123,Surabaya Pusat
Rumah Peneleh Surabaya Murah. Ron.a3126,550000000,148.0,140.0,3.0,2.0,1,,Unfurnished,0,0,"Genteng, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-genteng/rumah-peneleh-surabaya-murah-rona3126-hos42108425/,rumah123,Surabaya Pusat
Rumah Besar Posisi Boulevard di Genteng Surabaya Lokasi Strategis,140000000000,3180.0,1309.0,8.0,8.0,2,,Unfurnished,0,0,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/rumah-besar-posisi-boulevard-di-genteng-surabaya-lokasi-strategis-hos40065483/,rumah123,Surabaya Pusat
"Rumah 1 Lantai Sederhana Diarea Peneleh, Surabaya.",590000000,148.0,140.0,3.0,2.0,1,,Unfurnished,1,0,"Genteng, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-genteng/rumah-1-lantai-sederhana-diarea-peneleh-surabaya-hos42268334/,rumah123,Surabaya Pusat
"Rumah Jl. Pudak, Kec. Genteng, Surabaya Pusat. Dekat Raya Kusuma Bangsa, Jaksa Agung Suprapto, Ambengan, Walikota Mustajab, Undaan Wetan - Kulon, Seruni, Ketupa, Kalianyar, Ngaglik, Jagalan, Dll.",8000000000,436.0,351.0,4.0,3.0,1,1.0,Unfurnished,0,0,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/rumah-jl-pudak-kec-genteng-surabaya-pusat-dekat-raya-kusuma-bangsa-jaksa-agung-suprapto-ambengan-walikota-mustajab-hos41896692/,rumah123,Surabaya Pusat
Dijual Rumah Lokasi Strategis LT 403 M2 di Jalan Kayun Surabaya Jawa Timur,8600000000,403.0,403.0,3.0,3.0,1,1.0,Unfurnished,1,0,"Genteng, Surabaya",-7.266461200005225,112.74964360003035,https://www.rumah123.com/properti/surabaya-genteng/dijual-rumah-lokasi-strategis-lt-403-m2-di-jalan-kayun-surabaya-jawa-timur-hos42342263/,rumah123,Surabaya Pusat
Dijual Cepatt Rumah Raya Kecilung Surabaya Pusat,8500000000,426.0,405.0,7.0,4.0,2,2.0,Unfurnished,0,0,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/dijual-cepatt-rumah-raya-kecilung-surabaya-pusat-hos42397093/,rumah123,Surabaya Pusat
"Jual Rumah Hitung Harga Tanah di Area Kalianyar, Surabaya Pusat",800000000,198.0,175.0,2.0,1.0,1,,Unfurnished,0,0,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/jual-rumah-hitung-harga-tanah-di-area-kalianyar-surabaya-pusat-hos42239142/,rumah123,Surabaya Pusat
"Rumah Jalan Ogan, Pusat Kota Surabaya, Strategis, Hadap Utara",5250000000,253.0,250.0,6.0,2.0,1,,Unfurnished,1,0,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/rumah-jalan-ogan-pusat-kota-surabaya-strategis-hadap-utara-hos42316453/,rumah123,Surabaya Pusat
"Rumah Jalan Ogan, Pusat Kota Surabaya, Strategis, Hadap Utara",5250000000,231.0,200.0,1.0,1.0,1,,Unfurnished,1,0,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/rumah-jalan-ogan-pusat-kota-surabaya-strategis-hadap-utara-hos42316447/,rumah123,Surabaya Pusat
Dijual Rumah Tengah Kota Surabaya Lokasi Komersial,39900000000,877.0,670.0,4.0,4.0,1,4.0,Unfurnished,0,0,"Genteng, Surabaya",-7.264832450696147,112.74386646797893,https://www.rumah123.com/properti/surabaya-genteng/dijual-rumah-tengah-kota-surabaya-lokasi-komersial-hos42313789/,rumah123,Surabaya Pusat
"Rumah Siap Huni di Ambengan, Surabaya Utara - Lokasi Strategis",19000000000,676.0,600.0,4.0,3.0,1,,Unfurnished,1,1,"Genteng, Surabaya",-7.2558094,112.7493067,https://www.rumah123.com/properti/surabaya-genteng/rumah-siap-huni-di-ambengan-surabaya-utara-lokasi-strategis-hos42312814/,rumah123,Surabaya Pusat
Dijual Rumah Lama Strategis di Jalan Raya Kapasari Surabaya,18000000000,666.0,350.0,9.0,4.0,1,,Unfurnished,0,1,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/dijual-rumah-lama-strategis-di-jalan-raya-kapasari-surabaya-hos42312290/,rumah123,Surabaya Pusat
Dijual Cepat Rumah Kecilung,12500000000,400.0,1.0,6.0,3.0,2,2.0,Unfurnished,0,0,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/dijual-cepat-rumah-kecilung-hos42272800/,rumah123,Surabaya Pusat
Dijual Murah Rumah Hook di Jl Jaksa Agung Suprapto Surabaya Pusat,12000000000,612.0,734.0,4.0,2.0,2,,Unfurnished,0,1,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/dijual-murah-rumah-hook-di-jl-jaksa-agung-suprapto-surabaya-pusat-hos42147645/,rumah123,Surabaya Pusat
Dijual Rumah Lelang 27 Agustus 2026 Jl Cempaka 7 B Genteng Surabaya,21500000000,707.0,600.0,4.0,2.0,2,1.0,Unfurnished,0,0,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/dijual-rumah-lelang-27-agustus-2026-jl-cempaka-7-b-genteng-surabaya-hos42146592/,rumah123,Surabaya Pusat
Harga Seperti Hitung Tanah Kondisi Rumah Perlu Renov,1360000000,170.0,170.0,3.0,1.0,1,,Furnished,0,0,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/harga-seperti-hitung-tanah-kondisi-rumah-perlu-renov-hos42106783/,rumah123,Surabaya Pusat
"Rumah Bagus 2 Lantai di Claster Village Garden, Kalikepiting Sby.",1950000000,92.0,100.0,3,3,2,1.0,Unfurnished,1,1,"Tambaksari, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-tambaksari/rumah-bagus-2-lantai-di-claster-village-garden-kalikepiting-sby-hos42402891/,rumah123,Surabaya Timur
Dijual Rumah Daerah Tambaksari Surabaya Harga Terjangkau,600000000,91.0,91.0,2,1,1,,Unfurnished,0,0,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/dijual-rumah-daerah-tambaksari-surabaya-harga-terjangkau-hos42077152/,rumah123,Surabaya Timur
Dijual Rumah Siap Huni di Ploso Baru Tambak Sari Surabaya,750000000,54.0,108.0,3,2,2,1.0,Unfurnished,0,0,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/dijual-rumah-siap-huni-di-ploso-baru-tambak-sari-surabaya-hos39858297/,rumah123,Surabaya Timur
290926 Dijual Via Lelang Rumah Jl Kapas Gading Madya 2 No 16,956000000,161.0,200.0,3,2,2,1.0,Unfurnished,1,1,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/290926-dijual-via-lelang-rumah-jl-kapas-gading-madya-2-no-16-hos42439875/,rumah123,Surabaya Timur
Dijual Dibawah Pasar Rumah Minimalis Lebak Arum (Furnished),1360000000,170.0,170.0,4,2,1,1.0,Furnished,1,0,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/dijual-dibawah-pasarrumah-minimalis-lebak-arum-furnished-hos41284053/,rumah123,Surabaya Timur
Dijual Rumah Tengah Kota di Kesumba Tambaksari Surabaya,3200000000,265.0,216.0,4,2,1,2.0,Unfurnished,0,1,"Tambaksari, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-tambaksari/dijual-rumah-tengah-kota-di-kesumba-tambaksari-surabaya-hos42046895/,rumah123,Surabaya Timur
Rumah di Lebak Arum Surabaya Baru Modern Minimalis dan Bagus,1700000000,125.0,140.0,3,3,2,1.0,Unfurnished,1,1,"Tambaksari, Surabaya",-7.2506540781213715,112.77887112752916,https://www.rumah123.com/properti/surabaya-tambaksari/rumah-di-lebak-arum-surabaya-baru-modern-minimalis-dan-bagus-hos41845181/,rumah123,Surabaya Timur
Rumah Baru 2lt Lebak Indah Regency Scandinavian Minimalis,1300000000,62.0,100.0,3,2,2,1.0,Semi Furnished,1,0,"Tambaksari, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-tambaksari/rumah-baru-2lt-lebak-indah-regency-scandinavian-minimalis-hos40287297/,rumah123,Surabaya Timur
"Rumah, SHM, Murah 2 Lantai di Jl Kanser _ Tambaksari Surabaya.",1200000000,97.0,135.0,5,3,2,2.0,Unfurnished,0,0,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/rumah-shm-murah-2-lantai-di-jl-kanser-tambaksari-surabaya-hos41122993/,rumah123,Surabaya Timur
"Dijual Rumah Modern Minimalis Siap Huni, di Lebak Arum",2200000000,188.0,138.0,4,3,2,2.0,Unfurnished,1,0,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/dijual-rumah-modern-minimalis-siap-huni-di-lebak-arum-hos41288348/,rumah123,Surabaya Timur
"Dijual Rumah Minimalis (2 Lantai) Lebak Inda Regency, Furnished (Cluster Queen Victoria)",1900000000,144.0,120.0,4,3,2,1.0,Semi Furnished,1,0,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/dijual-rumah-minimalis-2-lantai-lebak-inda-regency-furnished-cluster-queen-victoria-hos42217215/,rumah123,Surabaya Timur
"Dijual Rumah Minimalis Lebak Indah, Siap Huni, Cocok Juga untuk Rumah Usaha",1650000000,188.0,160.0,4,3,1,1.0,Unfurnished,1,0,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/dijual-rumah-minimalis-lebak-indah-siap-huni-cocok-juga-untuk-rumah-usaha-hos41288026/,rumah123,Surabaya Timur
Rumah Siap Huni di Ploso Timur - Akses Mudah,875000000,50.0,105.0,3,4,2,1.0,Unfurnished,1,1,"Tambaksari, Surabaya",-7.25843159012129,112.77446653733023,https://www.rumah123.com/properti/surabaya-tambaksari/rumah-siap-huni-di-ploso-timur-akses-mudah-hos41217643/,rumah123,Surabaya Timur
Jual Rumah Aset Bank di Tambak Sari Surabaya,500000000,59.0,55.0,2,1,1,1.0,Unfurnished,0,0,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/jual-rumah-aset-bank-di-tambak-sari-surabaya-hos42146366/,rumah123,Surabaya Timur
Rumah Hitung Tanah Bronggalan Pacar Kembang Tambaksari Surabaya,950000000,106.0,86.0,3,1,1,,Unfurnished,0,0,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/rumah-hitung-tanah-bronggalan-pacar-kembang-tambaksari-surabaya-hos42351483/,rumah123,Surabaya Timur
Villa Kalijudan Indah 2Lt,2900000000,395.0,390.0,4,2,2,2.0,Unfurnished,0,0,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/villa-kalijudan-indah-2lt-hos39749121/,rumah123,Surabaya Timur
Dijual Cepat Rumah Usaha di Kusuma Bangsa,11900000000,465.0,350.0,12,3,1,1.0,Unfurnished,1,0,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/dijual-cepat-rumah-di-kusuma-bangsa-hos41676093/,rumah123,Surabaya Timur
Rumah di Lebak Arum - Lokasi Strategis & Potensial,2850000000,208.0,300.0,4,2,1,,Unfurnished,1,1,"Tambaksari, Surabaya",-7.250167040966247,112.779335767585,https://www.rumah123.com/properti/surabaya-tambaksari/rumah-di-lebak-arum-lokasi-strategis-potensial-hos42302286/,rumah123,Surabaya Timur
"Rumah Lebak Indah Regency Dekat Kenjeran, Merr, Suramadu",1300000000,64.0,129.0,3,2,2,1.0,Unfurnished,0,0,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/rumah-lebak-indah-regency-dekat-kenjeran-merr-suramadu-hos40045266/,rumah123,Surabaya Timur
"Dijual Rumah Jolotundo Pacarkeling Dekat Unair, Deltaplaza,T P",1800000000,185.0,225.0,6,3,2,1.0,Unfurnished,1,1,"Tambaksari, Surabaya",-7.25371,112.753212,https://www.rumah123.com/properti/surabaya-tambaksari/dijual-rumah-jolotundo-pacarkeling-dekat-unair-deltaplazat-p-hos41684468/,rumah123,Surabaya Timur
Rumah Tinggal Simo Gunung Barat,1870000000,159.0,239.0,1,1,1,,Unfurnished,0,0,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-tinggal-simo-gunung-barat-hos39369811/,rumah123,Surabaya Barat
"Dijual Rumah Area Komersial Raya Satelit, Surabaya Barat",10500000000,600.0,870.0,8,4,2,1.0,Unfurnished,1,0,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-rumah-area-komersial-raya-satelit-surabaya-barat-hos42204489/,rumah123,Surabaya Barat
"Dijual Rumah 2 Lantai Daerah Satelit Dekat Rumah Sakit Mitra Keluarga,Surabaya Barat",6500000000,375.0,400.0,6,4,2,2.0,Unfurnished,0,0,"Sukomanunggal, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-rumah-2-lantai-daerah-satelit-dekat-rumah-sakit-mitra-keluargasurabaya-barat-hos41773995/,rumah123,Surabaya Barat
Ema412 Dijual Rumah Siap Huni Besar Strategis SHM di Raya Satelit Indah Surabaya,7900000000,450.0,300.0,5,2,2,2.0,Unfurnished,1,0,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/ema412-dijual-rumah-siap-huni-besar-strategis-shm-di-raya-satelit-indah-surabaya-hos41083024/,rumah123,Surabaya Barat
Rumah Siap Huni SHM Luas 200 2 1/4 Lantai Darmo Satelit Sby Barat,2950000000,200.0,320.0,4,4,3,2.0,Semi Furnished,1,1,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-siap-huni-shm-luas-200-2-14-lantai-darmo-satelit-sby-barat-hos42379946/,rumah123,Surabaya Barat
Dijual Rumah Hitung Tanah Darmo Harapan Hanya 10 Jutaan Per Meter,5500000000,480.0,352.0,4,2,1,1.0,Unfurnished,1,0,"Sukomanunggal, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-rumah-hitung-tanah-darmo-harapan-hanya-10-jutaan-per-meter-hos42219670/,rumah123,Surabaya Barat
Rumah Murah Jual Kupang Baru Dekat Kupang Indah,1800000000,200.0,150.0,4,1,1,1.0,Unfurnished,0,0,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-murah-jual-kupang-baru-dekat-kupang-indah-hos19348770/,rumah123,Surabaya Barat
Rumah Komersil Raya Satelit Sukomanunggal Surabaya Barat,10500000000,600.0,870.0,7,3,2,4.0,Unfurnished,0,0,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-komersil-raya-satelit-sukomanunggal-surabaya-barat-hos42365208/,rumah123,Surabaya Barat
Dijual Tanah Bonus Bangunan Donowati Sukomanunggal Lt216m,1200000000,216.0,216.0,4,2,2,,Unfurnished,0,0,"Sukomanunggal, Surabaya",-7.26548,-7.26548,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-tanah-bonus-bangunan-donowati-sukomanunggal-lt216m-hos42021447/,rumah123,Surabaya Barat
Dijual Rumah Raya Sukomanunggal jaya (Nol Jalan),6500000000,360.0,300.0,3,3,1,1.0,Furnished,0,1,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-rumah-raya-sukomanunggal-jaya-nol-jalan-hos39620548/,rumah123,Surabaya Barat
Rumah Baru 2 LT Good Quality Darmo Indah,1850000000,105.0,145.0,3,3,2,,Unfurnished,0,0,"Sukomanunggal, Surabaya",-7.26548,-7.26548,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-baru-2-lt-good-quality-darmo-indah-hos42438870/,rumah123,Surabaya Barat
Strategis Dkt Pakuwon Supermall Rumah Jl. Darmo Harapan,2650000000,195.0,133.0,3,3,1,,Unfurnished,0,0,"Sukomanunggal, Surabaya",-7.26548,-7.26548,https://www.rumah123.com/properti/surabaya-sukomanunggal/strategis-dkt-pakuwon-supermall-rumah-jl-darmo-harapan-hos42415743/,rumah123,Surabaya Barat
"Taman Hunian Satelit 2, Lokasi Premium One Gate Sistem, Menghadap Jalan Kembar, Jl. Sukomanunggal Indah Surabaya Barat. Shm. Luas Tanah 450 M² = 15x30,  Luas Bangunan ± 500 M² Hadap Timur. Ktidur 4 + 1, Ktidur Utama Di Lantai 1. Ex Rumah Contoh. Sangat Te",9250000000,450.0,550.0,4,3,2,2.0,Semi Furnished,1,1,"Sukomanunggal, Surabaya",-7.26548,112.6988,https://www.rumah123.com/properti/surabaya-sukomanunggal/taman-hunian-satelit-2-lokasi-premium-one-gate-sistem-menghadap-jalan-kembar-jl-sukomanunggal-indah-surabaya-barat-shm-hos18668921/,rumah123,Surabaya Barat
Rumah Mainroad Jalan Raya Sukomanunggal Surabaya Barat Dkt Chofa,6000000000,351.0,250.0,3,3,1,2.0,Unfurnished,0,1,"Sukomanunggal, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-mainroad-jalan-raya-sukomanunggal-surabaya-barat-dkt-chofa-hos40828303/,rumah123,Surabaya Barat
Rumah Darmo Harapan Murah Poll Luas 400 Hanya 3.6M Hitung Tanah,3600000000,400.0,250.0,4,3,1,2.0,Unfurnished,1,1,"Sukomanunggal, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-darmo-harapan-murah-poll-luas-400-hanya-36m-hitung-tanah-hos40896382/,rumah123,Surabaya Barat
Dijual 600 M2 Rumah Raya Satelit - Sukomanunggal - Surabaya Barat - Hadap Nol Jalan Raya Cocok Buat Segala Usaha - Surat SHM,10500000000,600.0,870.0,7,3,2,4.0,Semi Furnished,1,1,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-600-m2-rumah-raya-satelit-sukomanunggal-surabaya-barat-hadap-nol-jalan-raya-cocok-buat-segala-usaha-surat-shm-hos42272662/,rumah123,Surabaya Barat
Rumah Asri & Tenang Sukomanunggal Surabaya Barat,2200000000,195.0,202.0,6,2,2,1.0,Furnished,1,1,"Sukomanunggal, Surabaya",-7.253606,112.70735,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-asri-tenang-sukomanunggal-surabaya-barat-hos41154708/,rumah123,Surabaya Barat
Rumah Alma Regency Hunian Nyaman Tinggal 10 Unit,1500000000,60.0,76.0,4,2,2,2.0,Unfurnished,0,0,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-alma-regency-hunian-nyaman-tinggal-10-unit-hos40020741/,rumah123,Surabaya Barat
Taman Hunian Satelit Bagus 2Lt,16000000000,684.0,750.0,5,5,2,2.0,Unfurnished,0,1,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/taman-hunian-satelit-bagus-2lt-hos39667658/,rumah123,Surabaya Barat
Rumah Murah Hitung Tanah di Satelit Timur,1750000000,181.0,180.0,3,3,1,,Unfurnished,0,0,"Sukomanunggal, Surabaya",-7.26548,112.6988,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-murah-hitung-tanah-di-satelit-timur-hos42176435/,rumah123,Surabaya Barat
"Rumah Komersial Kh Mas Mansyur, Surabaya Utara",25000000000,750.0,500.0,8.0,4.0,1,,Unfurnished,0,0,"Pabean Cantikan, Surabaya",-7.2248,-7.2248,https://www.rumah123.com/properti/surabaya-pabean-cantikan/rumah-komersial-kh-mas-mansyur-surabaya-utara-hos40663546/,rumah123,Surabaya Utara
"Raya Pengampon Tengah Kota Surabaya, Hanya 20Jt An Per Meter",16000000000,610.0,610.0,,,1,,Unfurnished,0,0,"Pabean Cantikan, Surabaya",-7.2248,112.73217,https://www.rumah123.com/properti/surabaya-pabean-cantikan/raya-pengampon-tengah-kota-surabaya-hanya-20jt-an-per-meter-hos42353574/,rumah123,Surabaya Utara
Dijual Rumah Jl Kelasi Surabaya,3000000000,98.0,50.0,2.0,1.0,2,,Unfurnished,0,0,"Pabean Cantikan, Surabaya",-7.2248,112.73217,https://www.rumah123.com/properti/surabaya-pabean-cantikan/dijual-rumah-jl-kelasi-surabaya-hos42353172/,rumah123,Surabaya Utara
Dijual Rumah Jl Kebalen Surabaya,6500000000,196.0,150.0,4.0,2.0,2,,Unfurnished,0,0,"Pabean Cantikan, Surabaya",-7.2248,112.73217,https://www.rumah123.com/properti/surabaya-pabean-cantikan/dijual-rumah-jl-kebalen-surabaya-hos42353080/,rumah123,Surabaya Utara
Dijual Rumah Kh Mas Mansyur Pabean Cantikan Surabaya,17500000000,468.0,468.0,7.0,7.0,2,,Unfurnished,0,0,"Pabean Cantikan, Surabaya",-7.229260001,112.74082,https://www.rumah123.com/properti/surabaya-pabean-cantikan/dijual-rumah-kh-mas-mansyur-pabean-cantikan-surabaya-hos41686869/,rumah123,Surabaya Utara
"Dijual Rumah Siap Huni Perum Merpati Ketuhanan Jln Sonokeling, Pabean Sedati Sidoarjo",1100000000,175.0,175.0,5.0,2.0,1,,Unfurnished,0,0,"Pabean Cantikan, Surabaya",-7.2248,112.73217,https://www.rumah123.com/properti/surabaya-pabean-cantikan/dijual-rumah-siap-huni-perum-merpati-ketuhanan-jln-sonokeling-pabean-sedati-sidoarjo-hos41497428/,rumah123,Surabaya Utara
Jual Cepat ..Ingin Laku.rumah Area Tengah Kota..Jl Pecindilan,2500000000,220.0,220.0,4.0,2.0,1,,Unfurnished,0,0,"Pabean Cantikan, Surabaya",-7.2248,112.73217,https://www.rumah123.com/properti/surabaya-pabean-cantikan/jual-cepat-ingin-lakurumah-area-tengah-kotajl-pecindilan-hos41493423/,rumah123,Surabaya Utara
Rumah Tinggal di Pusat Kota Pusat Usaha,650000000,53.0,60.0,2.0,3.0,3,,Unfurnished,0,0,"Pabean Cantikan, Surabaya",-7.2248,-7.2248,https://www.rumah123.com/properti/surabaya-pabean-cantikan/rumah-tinggal-di-pusat-kota-pusat-usaha-hos39025504/,rumah123,Surabaya Utara
Flash Sale Drop 250jt - Hadap Jalan Raya Rumah 2 Lantai Slompretan Surabaya Cocok Utk Gudang Grosir Dkt Pasar Bong Pgs,6750000000,184.0,320.0,,1.0,2,2.0,Unfurnished,1,1,"Pabean Cantikan, Surabaya",-7.2248,112.73217,https://www.rumah123.com/properti/surabaya-pabean-cantikan/flash-sale-drop-250jt-hadap-jalan-raya-rumah-2-lantai-slompretan-surabaya-cocok-utk-gudang-grosir-dkt-pasar-bong-pgs-hos17893055/,rumah123,Surabaya Utara
Dijual Rumah di Perkampungan.row Jalan Cukup Lebar.bisa Bangun untuk Kost Kost An Maupun Rumah Tinggal. Bangunan Sangat Terawat.,800000000,168.0,181.0,3.0,2.0,2,,Unfurnished,0,0,"Pabean Cantikan, Surabaya",-7.2248,112.73217,https://www.rumah123.com/properti/surabaya-pabean-cantikan/dijual-rumah-di-perkampunganrow-jalan-cukup-lebarbisa-bangun-untuk-kost-kost-an-maupun-rumah-tinggal-bangunan-sangat-hos41442393/,rumah123,Surabaya Utara
Dijual Rumah Murah Tambak Gringsing Sby Utara,650000000,111.0,200.0,4.0,2.0,2,,Furnished,1,1,"Pabean Cantikan, Surabaya",-7.2248,112.73217,https://www.rumah123.com/properti/surabaya-pabean-cantikan/dijual-rumah-murah-tambak-gringsing-sby-utara-hos41605945/,rumah123,Surabaya Utara
