judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,keamanan,taman,alamat_teks,latitude,longitude,url_listing,sumber_data,wilayah_scraping
Dijual Rumah Lelang 27 Agustus 2026 Jl Sukomanunggal Indah 3 Blok A1 Surabaya,4700000000,314.0,250.0,3.0,2.0,1,1.0,Unfurnished,0,0,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-rumah-lelang-27-agustus-2026-jl-sukomanunggal-indah-3-blok-a1-surabaya-hos42146637/,rumah123,Surabaya Barat
"Rumah Hitung Tanah 0 Jalan Raya Sukomanunggal, untuk Kantor, Cafe",7500000000,300.0,200.0,1.0,1.0,1,,Unfurnished,1,0,"Sukomanunggal, Surabaya",-7.265573181579072,112.69904151239706,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-hitung-tanah-0-jalan-raya-sukomanunggal-untuk-kantor-cafe-hos41383609/,rumah123,Surabaya Barat
Dijual Rumah Mewa Dekat Sekolah International (V A),11500000000,600.0,870.0,7.0,3.0,2,4.0,Unfurnished,1,1,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-rumah-mewa-dekat-sekolah-international-v-a-hos42146157/,rumah123,Surabaya Barat
Rumah Strategis Raya Darmo Harapan Surabaya Barat,4899000000,330.0,127.0,5.0,3.0,1,1.0,Unfurnished,1,1,"Sukomanunggal, Surabaya",-7.26548,112.6988,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-strategis-raya-darmo-harapan-surabaya-barat-hos11184928/,rumah123,Surabaya Barat
Rumah 2 Lantai Satelit Surabaya Barat Full Marmer Baru Siap Huni,13000000000,450.0,450.0,3.0,3.0,2,4.0,Furnished,1,1,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-2-lantai-satelit-surabaya-barat-full-marmer-baru-siap-huni-hos40644445/,rumah123,Surabaya Barat
Darmo Permai Timur Rumah Siap Huni,3250000000,300.0,250.0,3.0,2.0,2,,Unfurnished,0,0,"Sukomanunggal, Surabaya",-7.26548,-7.26548,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-rumah-siap-huni-dan-nyaman-hos41908986/,rumah123,Surabaya Barat
Darmo Permai. Raya Satelit Indah. Komersial Area,17000000000,450.0,500.0,4.0,3.0,2,2.0,Furnished,0,0,"Sukomanunggal, Surabaya",-7.26548,112.6988,https://www.rumah123.com/properti/surabaya-sukomanunggal/darmo-permai-raya-satelit-indah-komersial-area-hos9865153/,rumah123,Surabaya Barat
"Rumah Puncak Permai Utara Surabaya, Lokasi Strategis Akses Mudah",8000000000,535.0,950.0,5.0,3.0,2,1.0,Semi Furnished,1,1,"Sukomanunggal, Surabaya",-7.276855351539628,112.67998166667796,https://www.rumah123.com/properti/surabaya-sukomanunggal/rumah-puncak-permai-utara-surabaya-lokasi-strategis-akses-mudah-hos41718025/,rumah123,Surabaya Barat
Dijual Rumah Grand Harvest Cluster Belvoir Surabaya,1300000000,113.0,54.0,2.0,1.0,1.0,,Unfurnished,0,0,"Karangpilang, Surabaya",-7.34304,112.697388,https://www.rumah123.com/properti/surabaya-karangpilang/dijual-rumah-grand-harvest-cluster-belvoir-surabaya-hos41677819/,rumah123,Surabaya Selatan
Dijusl Kebraon.2 Lantai.dekat.harvest Bagus Rumah,1650000000,90.0,150.0,3.0,2.0,2.0,1.0,Unfurnished,0,1,"Karangpilang, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-karangpilang/dijusl-kebraon2-lantaidekatharvest-bagus-rumah-hos41105151/,rumah123,Surabaya Selatan
Dijual Rumah Hook 2 Lantai Griya Kebraon Barat,1200000000,100.0,200.0,4.0,2.0,1.0,,Unfurnished,0,0,"Karangpilang, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-karangpilang/dijual-rumah-hook-2-lantai-griya-kebraon-barat-hos41262417/,rumah123,Surabaya Selatan
"Rumah Baru Harvest Link.. Cuma 38 detik dari Jalan Raya Mastrip, Surabaya.⁣",2220000000,105.0,136.0,4.0,3.0,2.0,2.0,Unfurnished,0,1,"Karangpilang, Surabaya",-7.34304,-7.34304,https://www.rumah123.com/properti/surabaya-karangpilang/rumah-baru-harvest-link-cuma-38-detik-dari-jalan-raya-mastrip-surabaya-hos19053674/,rumah123,Surabaya Selatan
Rumah SHM Kedurus Karangpilang Surabaya 100 Meter Pasar Kedurus,1500000000,128.0,190.0,4.0,3.0,2.0,1.0,Semi Furnished,0,0,"Karangpilang, Surabaya",-7.34041,112.69703,https://www.rumah123.com/properti/surabaya-karangpilang/rumah-shm-kedurus-karangpilang-surabaya-100-meter-pasar-kedurus-hos40010938/,rumah123,Surabaya Selatan
Rumah Hitung Tanah Nol Jalan Raya Mastrip Surabaya Selatan [443],22284000000,2476.0,2000.0,1.0,1.0,1.0,,Unfurnished,0,1,"Karangpilang, Surabaya",-7.34304,112.69739,https://www.rumah123.com/properti/surabaya-karangpilang/rumah-hitung-tanah-nol-jalan-raya-mastrip-surabaya-selatan-443-hos16971556/,rumah123,Surabaya Selatan
Murah Raya Mastrip Nol Jalan Butuh Segera Laku,3740000000,416.0,416.0,,,1.0,,Unfurnished,0,0,"Karangpilang, Surabaya",-7.34304,112.697388,https://www.rumah123.com/properti/surabaya-karangpilang/murah-raya-mastrip-nol-jalan-butuh-segera-laku-hos42438454/,rumah123,Surabaya Selatan
Rumah Dijual di Gunungsari Indah Surabaya 1.3 Miliar Ada Kitchen Set,1300000000,96.0,96.0,5.0,3.0,2.0,1.0,Semi Furnished,0,0,"Karangpilang, Surabaya",-7.32113,112.6997,https://www.rumah123.com/properti/surabaya-karangpilang/jual-rumah-sukun-permai-malang-2-lantai-shm-dekat-rst-hos42437301/,rumah123,Surabaya Selatan
Rumah 2 LT Alana Gunung Sari Pinggir Jalan Raya Surabaya - Rm004arb,1400000000,60.0,60.0,3.0,2.0,2.0,1.0,Unfurnished,0,0,"Karangpilang, Surabaya",-7.34304,112.697388,https://www.rumah123.com/properti/surabaya-karangpilang/rumah-2-lt-alana-gunung-sari-pinggir-jalan-raya-surabaya-rm004arb-hos42436654/,rumah123,Surabaya Selatan
Dijual Rumah Dijual Rumah Ready Dekat Karang Pilang Surabaya,835000000,120.0,45.0,2.0,1.0,,1.0,Unfurnished,1,1,"Karangpilang, Surabaya",-7.34304,112.69739,https://www.rumah123.com/properti/surabaya-karangpilang/dijual-rumah-dijual-rumah-ready-dekat-karang-pilang-surabaya-hos17183344/,rumah123,Surabaya Selatan
RUMAH DIJUAL DI SURABAYA BARAT MURAH GRAND HARVEST BEBAS BANJIR,1900000000,126.0,87.0,2.0,2.0,2.0,1.0,Unfurnished,1,1,"Karangpilang, Surabaya",-7.34304,112.69739,https://www.rumah123.com/properti/surabaya-karangpilang/rumah-dijual-di-surabaya-barat-murah-grand-harvest-bebas-banjir-hos39544505/,rumah123,Surabaya Selatan
Jual Rumah di Kebraon (Ada Tempat Utk Usaha),1300000000,96.0,144.0,4.0,2.0,1.0,,Semi Furnished,0,0,"Karangpilang, Surabaya",-7.342444,112.691977,https://www.rumah123.com/properti/surabaya-karangpilang/jual-rumah-di-kebraon-ada-tempat-utk-usaha-hos42391865/,rumah123,Surabaya Selatan
Rumah di Jual Murah Free DP di Dekat Gedangan Sidoarjo,576000000,72.0,36.0,2.0,1.0,1.0,1.0,Semi Furnished,0,0,"Karangpilang, Surabaya",-7.34304,112.697388,https://www.rumah123.com/properti/surabaya-karangpilang/rumah-di-jual-murah-free-dp-di-dekat-gedangan-sidoarjo-hos42306273/,rumah123,Surabaya Selatan
Rumah Raya Mastrip Karangpilang Surabaya,14000000000,724.0,400.0,9.0,7.0,2.0,4.0,Unfurnished,0,0,"Karangpilang, Surabaya",-7.34304,112.697388,https://www.rumah123.com/properti/surabaya-karangpilang/rumah-raya-mastrip-karangpilang-surabaya-hos42305636/,rumah123,Surabaya Selatan
270826 Dijual Via Lelang Rumah Griya Babatan Mukti Jl Griya Babatan Mukti 2 No 48,741040000,135.0,240.0,3.0,2.0,2.0,1.0,Unfurnished,1,1,"Karangpilang, Surabaya",-7.34304,112.697388,https://www.rumah123.com/properti/surabaya-karangpilang/270826-dijual-via-lelang-rumah-griya-babatan-mukti-jl-griya-babatan-mukti-2-no-48-hos42153482/,rumah123,Surabaya Selatan
Dijual Rumah Murah Lokasi Kebraun Indah Karangpilang,900000000,146.0,90.0,3.0,2.0,2.0,1.0,Unfurnished,1,1,"Karangpilang, Surabaya",-7.34304,112.69739,https://www.rumah123.com/properti/surabaya-karangpilang/dijual-rumah-murah-lokasi-kebraun-indah-karangpilang-hos39485983/,rumah123,Surabaya Selatan
RUMAH DIJUAL GRAND HARVEST MURAH STRATEGIS SURABAYA BARAT,1850000000,126.0,87.0,2.0,2.0,2.0,1.0,Unfurnished,1,1,"Karangpilang, Surabaya",-7.34304,112.69739,https://www.rumah123.com/properti/surabaya-karangpilang/rumah-dijual-grand-harvest-murah-strategis-surabaya-barat-hos39544594/,rumah123,Surabaya Selatan
Rumsh 2 Lantai di Jual Via Lelang di Griya Kedurus Utara Surabaya,526000000,96.0,150.0,3.0,2.0,2.0,1.0,Unfurnished,1,1,"Karangpilang, Surabaya",-7.34304,112.697388,https://www.rumah123.com/properti/surabaya-karangpilang/rumsh-2-lantai-di-jual-via-lelang-di-griya-kedurus-utara-surabaya-hos41851460/,rumah123,Surabaya Selatan
Jual Rumah 2 Lantai Kemlaten Surabaya Selatan,2700000000,171.0,175.0,2.0,1.0,1.0,,Unfurnished,0,0,"Karangpilang, Surabaya",-7.34304,112.697388,https://www.rumah123.com/properti/surabaya-karangpilang/dijual-rumah-nyaman-2-lantai-di-surabaya-selatan-hos41342869/,rumah123,Surabaya Selatan
"Rumah Griya Kebraon Utara, Akses Mudah dan Lingkungan Asri",1100000000,110.0,160.0,3.0,1.0,1.0,1.0,Semi Furnished,1,1,"Karangpilang, Surabaya",-7.3302352125,112.698817725,https://www.rumah123.com/properti/surabaya-karangpilang/rumah-griya-kebraon-utara-akses-mudah-dan-lingkungan-asri-hos41718759/,rumah123,Surabaya Selatan
JUAL RUMAH JALAN TULUNGAGUNG GUNDIH SURABAYA,2900000000,303.0,175.0,6.0,2,1.0,3.0,Unfurnished,0,0,"Bubutan, Surabaya",-7.25331,112.732857,https://www.rumah123.com/properti/surabaya-bubutan/jual-rumah-jalan-tulungagung-gundih-surabaya-hos40296333/,rumah123,Surabaya Pusat
JUAL RUMAH JALAN TULUNGAGUNG GUNDIH SURABAYA,2900000000,303.0,175.0,6.0,2,1.0,3.0,Unfurnished,0,0,"Bubutan, Surabaya",-7.25331,112.732857,https://www.rumah123.com/properti/surabaya-bubutan/jual-rumah-jalan-tulungagung-gundih-surabaya-hos40296239/,rumah123,Surabaya Pusat
"Dijual Ruko Bubutan Nol Jalan Raya, Siap Pakai",5900000000,360.0,330.0,3.0,2,1.0,,Unfurnished,0,0,"Bubutan, Surabaya",-7.25331,-7.25331,https://www.rumah123.com/properti/surabaya-bubutan/dijual-ruko-bubutan-nol-jalan-raya-siap-pakai-hos39444686/,rumah123,Surabaya Pusat
Rumah Dijual Jalan Purwodadi Bubutan Surabaya,1700000000,200.0,200.0,4.0,4,2.0,,Unfurnished,0,0,"Bubutan, Surabaya",-7.240614539,112.7216668,https://www.rumah123.com/properti/surabaya-bubutan/rumah-dijual-jalan-purwodadi-bubutan-surabaya-hos39004147/,rumah123,Surabaya Pusat
Rumah Jalan Tulungagung Surabaya Bubutan,2850000000,380.0,372.0,7.0,2,1.0,,Unfurnished,0,0,"Bubutan, Surabaya",-7.25331,112.732857,https://www.rumah123.com/properti/surabaya-bubutan/rumah-jalan-tulungagung-surabaya-bubutan-hos42378391/,rumah123,Surabaya Pusat
Lokasi Dekat Pgs Pasar Turi Rumah Cocok Gudang/ Kos di Gundih Surabaya Pusat Akses bisa Truk Ban Double,5500000000,601.0,400.0,6.0,6,1.0,2.0,Unfurnished,0,0,"Bubutan, Surabaya",-7.25331,112.732857,https://www.rumah123.com/properti/surabaya-bubutan/rumah-cocok-gudang-kos-di-gundih-surabaya-pusat-hos41402508/,rumah123,Surabaya Pusat
Ruko Lama Butuh Renovasi Total 1 Lantai di Bubutan Surabaya Pusat Ex Bengkel,1800000000,65.0,65.0,,1,1.0,,Unfurnished,0,0,"Bubutan, Surabaya",-7.25331,112.732857,https://www.rumah123.com/properti/surabaya-bubutan/ruko-lama-butuh-renovasi-total-1-lantai-di-bubutan-surabaya-pusat-ex-bengkel-hos41844955/,rumah123,Surabaya Pusat
"Rumah Strategis Area Bg Junction, Peluang Usaha dan Investasi Kos",2000000000,224.0,224.0,3.0,1,1.0,,Unfurnished,1,1,"Bubutan, Surabaya",-7.253306270167087,112.72860627838764,https://www.rumah123.com/properti/surabaya-bubutan/rumah-strategis-area-bg-junction-peluang-usaha-dan-investasi-kos-hos42128105/,rumah123,Surabaya Pusat
Dijual Murah Rumah Usaha di Jalan Raya Tidar Surabaya Pusat Komersial,9000000000,440.0,440.0,1.0,1,1.0,,Unfurnished,0,1,"Bubutan, Surabaya",-7.25331,112.732857,https://www.rumah123.com/properti/surabaya-bubutan/dijual-murah-rumah-usaha-di-jalan-raya-tidar-surabaya-pusat-komersial-hos42126358/,rumah123,Surabaya Pusat
North West Park Citraland Utara,800000000,72.0,36.0,2.0,1,1.0,1.0,Unfurnished,1,0,"Bubutan, Surabaya",-7.25331,-7.25331,https://www.rumah123.com/properti/surabaya-bubutan/north-west-park-citraland-utara-hos41881866/,rumah123,Surabaya Pusat
"Jual Rumah Jalan Tulung Agung, Gundih, Surabaya",2300000000,303.0,175.0,10.0,3,2.0,3.0,Furnished,0,0,"Bubutan, Surabaya",-7.2480146,112.7365609,https://www.rumah123.com/properti/surabaya-bubutan/jual-rumah-jalan-tulung-agung-gundih-surabaya-hos41793235/,rumah123,Surabaya Pusat
"Jual Rumah Jalan Tulung Agung, Gundih, Surabaya",2300000000,303.0,175.0,10.0,3,2.0,3.0,Furnished,0,0,"Bubutan, Surabaya",-7.25331,112.732857,https://www.rumah123.com/properti/surabaya-bubutan/jual-rumah-jalan-tulung-agung-gundih-surabaya-hos41793347/,rumah123,Surabaya Pusat
Rumah Jalan Tulungagung Surabaya Pusat,4000000000,380.0,372.0,7.0,2,2.0,,Unfurnished,0,0,"Bubutan, Surabaya",-7.25331,112.73286,https://www.rumah123.com/properti/surabaya-bubutan/rumah-jalan-tulungagung-surabaya-pusat-hos41662098/,rumah123,Surabaya Pusat
"Rumah Terawat, Bagus dan Lokasi Strategis di Praban Kulon, SBY",955000000,58.0,58.0,2.0,2,3.0,,Unfurnished,0,0,"Bubutan, Surabaya",-7.25331,112.732857,https://www.rumah123.com/properti/surabaya-bubutan/rumah-terawat-bagus-dan-lokasi-strategis-di-praban-kulon-sby-hos40023167/,rumah123,Surabaya Pusat
Rumah dan Ruko Dijual Dijalan Semarang Surabaya Pusat,12000000000,303.0,300.0,4.0,4,2.0,,Unfurnished,1,0,"Bubutan, Surabaya",-7.2546827,112.7279606,https://www.rumah123.com/properti/surabaya-bubutan/rumah-dan-ruko-dijual-dijalan-semarang-surabaya-pusat-hos41379004/,rumah123,Surabaya Pusat
Bubutan Rumah Tengah Kota Strategis Jarang Ada Lokasi Bagus,1500000000,115.0,115.0,4.0,2,2.0,1.0,Unfurnished,0,0,"Bubutan, Surabaya",-7.25331,112.732857,https://www.rumah123.com/properti/surabaya-bubutan/bubutan-rumah-tengah-kota-strategis-jarang-ada-lokasi-bagus-hos41376599/,rumah123,Surabaya Pusat
Dijual Rumah Dijalan Purwodadi Surabaya Pusat,1900000000,200.0,200.0,4.0,1,1.0,,Unfurnished,1,0,"Bubutan, Surabaya",-7.239435462,112.7221188,https://www.rumah123.com/properti/surabaya-bubutan/dijual-rumah-dijalan-purwodadi-surabaya-pusat-hos40675931/,rumah123,Surabaya Pusat
Dijual Rumah Dijalan Tembok Gede Surabaya,850000000,143.0,143.0,3.0,1,1.0,,Unfurnished,1,0,"Bubutan, Surabaya",-7.254870934150603,112.72873922563042,https://www.rumah123.com/properti/surabaya-bubutan/dijual-rumah-dijalan-tembok-gede-surabaya-hos40635809/,rumah123,Surabaya Pusat
DIJUAL RUMAH  TENGAH KOTA Jl.Sultan Agung - Semarang,27000000000,930.0,548.0,7.0,6,,9.0,Unfurnished,0,0,"Bubutan, Surabaya",-7.25331,-7.25331,https://www.rumah123.com/properti/surabaya-bubutan/dijual-rumah-tengah-kota-jlsultan-agung-semarang-hos40338896/,rumah123,Surabaya Pusat
Rumah Area Komersial Jalan Raya Bubutan Surabaya,28000000000,1402.0,850.0,4.0,4,2.0,4.0,Unfurnished,0,0,"Bubutan, Surabaya",-7.25331,-7.25331,https://www.rumah123.com/properti/surabaya-bubutan/rumah-area-komersial-jalan-raya-bubutan-surabaya-hos39699603/,rumah123,Surabaya Pusat
Rumah Araya Galaxy Bumi Permai Tahap 1 Surabaya Timur,9900000000,360.0,540.0,6.0,6.0,2,2.0,Furnished,0,0,"Mulyorejo, Surabaya",-7.27049,112.78055,https://www.rumah123.com/properti/surabaya-mulyorejo/rumah-araya-galaxy-bumi-permai-tahap-1-surabaya-timur-hos40681444/,rumah123,Surabaya Timur
Rumah Araya Galaxy Bumi Permai Tahap 1 Surabaya Timur,9900000000,360.0,540.0,6.0,6.0,2,2.0,Furnished,0,0,"Mulyorejo, Surabaya",-7.27049,112.78055,https://www.rumah123.com/properti/surabaya-mulyorejo/rumah-araya-galaxy-bumi-permai-tahap-1-surabaya-timur-hos40681445/,rumah123,Surabaya Timur
"Dijual Rumah Usaha Strategis Nol Jalan Raya Kalijudan Dekat Kampus Unair & Univ Widya Mandala Uwm Cocok Dibangun Ruko, Kos, Kantor, Investasi Traffic Ramai Pusat Bisnis, Kuliner,Pendidikan. Harga Nego",5800000000,323.0,300.0,9.0,3.0,2,4.0,Unfurnished,1,1,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/dijual-rumah-usaha-strategis-nol-jalan-raya-kalijudan-dekat-kampus-unair-univ-widya-mandala-uwm-cocok-dibangun-ruko-hos41440611/,rumah123,Surabaya Timur
Rumah Kertajaya Indah Mulyorejo Surabaya Timur Murah. Ron.a3210,3250000000,200.0,200.0,5.0,2.0,2,1.0,Semi Furnished,0,1,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/rumah-kertajaya-indah-mulyorejo-surabaya-timur-murah-rona3210-hos41649737/,rumah123,Surabaya Timur
"Jual Rumah Baru Gress di Villa Kalijudan, Dekat Kampus Kedokteran Unair",1850000000,100.0,160.0,3.0,3.0,2,1.0,Unfurnished,0,0,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/jual-rumah-baru-gress-di-villa-kalijudan-dekat-kampus-kedokteran-unair-hos41906982/,rumah123,Surabaya Timur
Rumah Taman Gading Pantai Surabaya Murah. Ron.a3040,2500000000,452.0,223.0,,,1,,Unfurnished,0,1,"Mulyorejo, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-mulyorejo/rumah-taman-gading-pantai-surabaya-murah-rona3040-hos42114350/,rumah123,Surabaya Timur
Rumah Usaha Raya Kalijudan Dekat Jalan Raya Merr dan Kampus Unair,5800000000,323.0,300.0,9.0,3.0,2,4.0,Unfurnished,0,0,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/rumah-usaha-raya-kalijudan-dekat-jalan-raya-merr-dan-kampus-unair-hos41498124/,rumah123,Surabaya Timur
"Rumah Regency One East Point, Mulyorjeo Dkt Mall Pakuwon City",1500000000,45.0,65.0,2.0,2.0,2,,Semi Furnished,0,0,"Mulyorejo, Surabaya",-7.27049,112.78055,https://www.rumah123.com/properti/surabaya-mulyorejo/rumah-regency-one-east-point-mulyorjeo-dkt-mall-pakuwon-city-hos42421327/,rumah123,Surabaya Timur
Mulyosari Mas 2 LT Siap Huni Murah,3000000000,264.0,350.0,4.0,2.0,2,3.0,Unfurnished,0,0,"Mulyorejo, Surabaya",-7.27049,112.78055,https://www.rumah123.com/properti/surabaya-mulyorejo/mulyosari-mas-2-lt-siap-huni-murah-hos17301635/,rumah123,Surabaya Timur
Mulyosari Mas 2 LT Murah,3000000000,264.0,350.0,3.0,1.0,2,1.0,Unfurnished,0,0,"Mulyorejo, Surabaya",-7.27049,112.78055,https://www.rumah123.com/properti/surabaya-mulyorejo/mulyosari-mas-2-lt-murah-hos17301436/,rumah123,Surabaya Timur
Rumah Siap Huni 1 Lantai Babatan Pantai Surabaya Timur,1400000000,96.0,56.0,3.0,2.0,1,,Semi Furnished,0,0,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/rumah-siap-huni-1-lantai-babatan-pantai-surabaya-timur-hos42368869/,rumah123,Surabaya Timur
Sutorejo Utara Full Furnished Siap Huni,4400000000,300.0,310.0,5.0,4.0,1,3.0,Furnished,0,0,"Mulyorejo, Surabaya",-7.27049,112.78055,https://www.rumah123.com/properti/surabaya-mulyorejo/sutorejo-utara-full-furnished-siap-huni-hos39338450/,rumah123,Surabaya Timur
"Rumah 1,5 LT Bhaskara SHM Siap Huni Dekat Mulyosari, Pakuwon City",1600000000,120.0,100.0,4.0,2.0,2,2.0,Unfurnished,1,1,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/rumah-siap-huni-bhaskara-dekat-mulyosari-pakuwon-city-shm-2-lantai-hos41282582/,rumah123,Surabaya Timur
Manyar Kertoarjo Kawasan Elit Surabaya Timur Terawat Siap Huni,105000000000,510.0,880.0,5.0,4.0,2,2.0,Semi Furnished,1,1,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/manyar-kertoarjokawasan-elit-surabaya-timur-terawat-siap-huni-hos41171225/,rumah123,Surabaya Timur
Dijual Rumah Modern Minimalis Regency One Eastpoint (Baru Gress),1230000000,50.0,73.0,3.0,2.0,1,1.0,Unfurnished,1,0,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/dijual-rumah-modern-minimalis-regency-one-eastpoint-baru-gress-hos41193002/,rumah123,Surabaya Timur
Nego! Dijual Rumah Baru Babatan Pantai! 2 Lantai! New Unit! Hook!,2550000000,116.0,150.0,4.0,3.0,2,2.0,Unfurnished,1,1,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/nego-dijual-rumah-baru-babatan-pantai-2-lantai-new-unit-hook-hos42311121/,rumah123,Surabaya Timur
"Dijual Rumah 2 Lantai - Pakuwon City Surabaya, Surabaya Timur",2600000000,104.0,150.0,4.0,3.0,2,2.0,Unfurnished,1,1,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/dijual-rumah-2-lantai-pakuwon-city-surabaya-surabaya-timur-hos42393285/,rumah123,Surabaya Timur
Dijual Rumah Hitung Tanah Manyar Kertoarjo Surabaya Harga bisa di Nego Sampai Deal,8000000000,420.0,400.0,,,1,,Furnished,0,0,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/dijual-rumah-hitung-tanah-manyar-kertoarjo-surabaya-harga-bisa-di-nego-sampai-deal-hos42400149/,rumah123,Surabaya Timur
Dijual Rumah Hitung Tanah Manyar Kertoarjo Surabaya Harga bisa di Nego Sampai Deal,8000000000,420.0,400.0,,,1,,Furnished,0,0,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/dijual-rumah-hitung-tanah-manyar-kertoarjo-surabaya-harga-bisa-di-nego-sampai-deal-hos42400136/,rumah123,Surabaya Timur
Forsale Rumah Pakuwon City Strategis Siap Huni Surabaya Dv 04,1950000000,112.0,112.0,5.0,2.0,1,,Unfurnished,1,1,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/forsale-rumah-pakuwon-city-strategis-siap-huni-surabaya-dv-04-hos42400002/,rumah123,Surabaya Timur
Dijual Rumah 1 Lantai Lb 200 M2 Jl Darmo Harapan Utara 7 Surabaya,3850000000,250.0,200.0,3,2,1.0,2.0,Unfurnished,1,1,"Tandes, Surabaya",-7.258332299999999,112.6789576,https://www.rumah123.com/properti/surabaya-tandes/dijual-rumah-1-lantai-lb-200-m2-jl-darmo-harapan-utara-7-surabaya-hos16753187/,rumah123,Surabaya Barat
Rumah Grand Pakuwon Adelaidetipe Sanders Siap Huni Lokasi Premium,1400000000,72.0,70.0,2,2,2.0,,Unfurnished,1,1,"Tandes, Surabaya",-7.2551295,112.6616806,https://www.rumah123.com/properti/surabaya-tandes/rumah-grand-pakuwon-adelaidetipe-sanders-siap-huni-lokasi-premium-hos42148455/,rumah123,Surabaya Barat
Rumah di Grand Pakuwon Queensland,1200000000,48.0,60.0,2,2,2.0,1.0,Unfurnished,0,0,"Tandes, Surabaya",-7.25834,112.678978,https://www.rumah123.com/properti/surabaya-tandes/rumah-di-grand-pakuwon-queensland-hos42147876/,rumah123,Surabaya Barat
Dijual Rumah Grand Pakuwon,1700000000,72.0,70.0,2,2,2.0,,Semi Furnished,0,0,"Tandes, Surabaya",-7.25834,112.678978,https://www.rumah123.com/properti/surabaya-tandes/dijual-rumah-grand-pakuwon-hos42146771/,rumah123,Surabaya Barat
"Rumah Dijual Darmo Indah Timur, Surabaya",1750000000,105.0,105.0,3,2,2.0,,Unfurnished,0,0,"Tandes, Surabaya",-7.25834,112.67898,https://www.rumah123.com/properti/surabaya-tandes/rumah-dijual-darmo-indah-timur-surabaya-hos41920739/,rumah123,Surabaya Barat
"Rumah Dijual Darmo Harapan Indah, Tandes, Surabaya",1850000000,102.0,102.0,3,3,1.0,,Unfurnished,0,0,"Tandes, Surabaya",-7.25834,112.67898,https://www.rumah123.com/properti/surabaya-tandes/rumah-dijual-darmo-harapan-indah-tandes-surabaya-hos41976487/,rumah123,Surabaya Barat
Rumah Murah Darmo Indah Timur 2 Lantai Surabaya Barat,1000000000,200.0,300.0,4,3,2.0,4.0,Unfurnished,0,0,"Tandes, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-tandes/rumah-murah-darmo-indah-timur-2-lantai-surabaya-barat-hos41883277/,rumah123,Surabaya Barat
*Dijual Murah Rumah Grand Pakuwon Surabaya Barat*:Fire:grand Pakuwon Cluster Canberra,1680000000,90.0,100.0,4,2,2.0,,Unfurnished,0,0,"Tandes, Surabaya",-7.25834,112.678978,https://www.rumah123.com/properti/surabaya-tandes/dijual-murah-rumah-grand-pakuwon-surabaya-baratfiregrand-pakuwon-cluster-canberra-hos42103118/,rumah123,Surabaya Barat
Dijual Rumah Lelang di Grand Pakuwon Surabaya Barat,1980000000,144.0,144.0,2,1,1.0,,Unfurnished,0,1,"Tandes, Surabaya",-7.25834,112.678978,https://www.rumah123.com/properti/surabaya-tandes/dijual-rumah-lelang-di-grand-pakuwon-surabaya-barat-hos42099349/,rumah123,Surabaya Barat
Rumah 2 Lantai di Jual Via Lelang di Jl Bungkal Sambikerep Tandes Surabaya Barat,650000000,309.0,500.0,4,2,2.0,1.0,Unfurnished,1,1,"Tandes, Surabaya",-7.25834,112.678978,https://www.rumah123.com/properti/surabaya-tandes/rumah-2-lantai-di-jual-via-lelang-di-jl-bungkal-sambikerep-tandes-surabaya-barat-hos42051446/,rumah123,Surabaya Barat
