judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,keamanan,taman,alamat_teks,latitude,longitude,url_listing,sumber_data
"Dijual Rumah 4 Lantai Cluster Fullerton Perumahan Citraland, Surabaya Barat",10000000000,210.0,640.0,6,7,4,2,Unfurnished,1,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-4-lantai-cluster-fullerton-perumahan-citraland-surabaya-barat-hos42037149/,rumah123
"Dijual Rumah Baru 2 Lantai Perumahan Citraland, Surabaya Barat",7000000000,210.0,450.0,6,7,2,2,Unfurnished,1,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-baru-2-lantai-perumahan-citraland-surabaya-barat-hos41886564/,rumah123
"Dijual Rumah 3 Lantai Cluster Woodland Perumahan Citraland, Surabaya Barat",5900000000,230.0,360.0,7,7,3,2,Unfurnished,1,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-3-lantai-cluster-woodland-perumahan-citraland-surabaya-barat-hos42138743/,rumah123
"Dijual Rumah 3 Lantai Perumahan Citraland, Surabaya Barat",10500000000,300.0,665.0,6,6,3,2,Unfurnished,1,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-3-lantai-perumahan-citraland-surabaya-barat-hos42041470/,rumah123
"Dijual Rumah New Gress Perumahan Citraland Utama, Surabaya Barat",12000000000,264.0,200.0,6,8,2,2,Unfurnished,1,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-new-gress-perumahan-citraland-utama-surabaya-barat-hos41941696/,rumah123
"Dijual Rumah 2 Lantai Perumahan Graha Family, Surabaya Barat",13000000000,360.0,390.0,5,4,2,1,Unfurnished,1,0,"Dukuh Pakis, Surabaya",-7.29503,112.710739,https://www.rumah123.com/properti/surabaya-dukuh-pakis/dijual-rumah-2-lantai-perumahan-graha-family-surabaya-barat-hos41893374/,rumah123
"Dijual Rumah 2 Lantai Villa Bukit Mas, Surabaya Barat",6500000000,312.0,400.0,5,4,2,2,Furnished,1,1,"Dukuh Pakis, Surabaya",-7.29503,112.710739,https://www.rumah123.com/properti/surabaya-dukuh-pakis/dijual-rumah-2-lantai-villa-bukit-mas-surabaya-barat-hos41840907/,rumah123
Dijual Rumah Woodland Citraland Baru Gress 3Lt 4Kt Modern Minimalis,4825000000,153.0,326.0,4,5,3,2,Unfurnished,1,1,"Citraland, Surabaya",-7.309354,-7.309354,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-citraland-utama-baru-gress-3lt-4kt-modern-minimalis-hos42064746/,rumah123
"Dijual Rumah Mewah Perumahan Citraland, Surabaya Barat",6500000000,276.0,320.0,5,4,2,2,Furnished,1,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-mewah-perumahan-citraland-surabaya-barat-hos42244926/,rumah123
"Dijual Rumah Daerah Cluster Somerset, Perumahan Citraland, Surabaya Barat",5500000000,240.0,390.0,5,4,2,2,Unfurnished,1,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-daerah-cluster-somerset-perumahan-citraland-surabaya-barat-hos42245046/,rumah123
"Dijual Rumah2 Lantai New Gress Cluster Sommerset Citraland, Surabaya Barat",9500000000,300.0,600.0,6,6,2,2,Unfurnished,1,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah2-lantai-new-gress-cluster-sommerset-citraland-surabaya-barat-hos41956540/,rumah123
"Dijual Rumah 2,5 Lantai Jalan Raya Citraland, Surabaya Barat",13990000000,437.0,600.0,6,4,2,2,Unfurnished,1,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-25-lantai-jalan-raya-citraland-surabaya-barat-hos42342947/,rumah123
"Dijual Rumah 2 Lantai Minimalis Graha Famili, Surabaya Barat",15000000000,450.0,600.0,5,4,2,2,Unfurnished,1,0,"Dukuh Pakis, Surabaya",-7.29503,112.710739,https://www.rumah123.com/properti/surabaya-dukuh-pakis/dijual-rumah-2-lantai-minimalis-graha-famili-surabaya-barat-hos42172875/,rumah123
"Dijual Rumah 2 Lantai Cluster Raffles Garden, Perumahan Citraland, Surabaya Barat",8600000000,285.0,425.0,5,6,2,3,Unfurnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-2-lantai-cluster-raffles-garden-perumahan-citraland-surabaya-barat-hos41931312/,rumah123
"Dijual Rumah New American Style 3 Lantai, Perumahan Citraland Cluster Woodland, Surabaya Barat",8500000000,266.0,400.0,6,6,2,2,Unfurnished,1,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-new-american-style-2-lantai-perumahan-citraland-cluster-woodland-surabaya-barat-hos41884660/,rumah123
"Dijual Rumah 3 Lntai Baru Gress Cluster Queenstown, Perumahan Citraland",6650000000,180.0,420.0,6,7,3,2,Unfurnished,1,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-3-lntai-baru-gress-cluster-queenstown-perumahan-citraland-hos42109401/,rumah123
Dijual Cepat Rumah Terawat Taman Gapura Ciland Utama-Unfurnished,3500000000,210.0,160.0,4,2,1,1,Unfurnished,1,1,"Citraland, Surabaya",-7.287851393035297,112.65494613947624,https://www.rumah123.com/properti/surabaya-citraland/dijual-cepat-rumah-kosonganterawat-taman-gapura-citraland-utama-hos41624632/,rumah123
"Rumah, Full Renovasi, Siap Huni, Termurah Citraland Utara, Northwest",1200000000,90.0,150.0,5,2,2,1,Semi Furnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/rumah-2-lantai-siap-huni-termurah-citraland-utara-northwest-hos42176549/,rumah123
"Dijual Rumah 2 Lantai Perumahan Royal Residence, Surabaya Barat",6900000000,375.0,450.0,6,5,2,2,Semi Furnished,1,0,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-rumah-2-lantai-perumahan-royal-residence-surabaya-barat-hos42301258/,rumah123
"Dijual Rumah 3 Lantai Daerah Perumahan Royal Residence, Wiyung, Surabaya Barat",7000000000,180.0,406.0,5,5,3,3,Furnished,1,0,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-rumah-3-lantai-daerah-perumahan-royal-residence-wiyung-surabaya-barat-hos42323612/,rumah123
"Dijual Rumah 2 Lantai Perumahan Pakuwon City, Surabaya Timur",9900000000,375.0,510.0,5,5,2,2,Unfurnished,1,0,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/dijual-rumah-2-lantai-perumahan-pakuwon-city-surabaya-timur-hos41956897/,rumah123
"Murah Dijual Rumah Mewah Minimalis Citraland, Surabaya Siap Huni",8650000000,280.0,475.0,3,3,2,2,Semi Furnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/murah-dijual-rumah-mewah-minimalis-citraland-surabaya-siap-huni-hos42225711/,rumah123
Rumah Sultan 2 Lantai Citraland Raffles Garden Surabaya Barat,13000000000,312.0,600.0,6,7,2,2,Semi Furnished,0,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/rumah-sultan-2-lantai-citraland-raffles-garden-surabaya-barat-hos39925706/,rumah123
The Best Citraland District 9 Surabaya Full Furnished SHM,4500000000,126.0,176.0,3,3,2,1,Furnished,1,1,"Citraland, Surabaya",-7.3014604,112.6506835,https://www.rumah123.com/properti/surabaya-citraland/the-best-citraland-district-9-surabaya-full-furnished-shm-hos42248695/,rumah123
"Dijual Rumah 2 Lantai Daerah Citraland Utama Clusterfullerton, Surabaya Barat",7000000000,210.0,500.0,6,7,2,2,Unfurnished,1,1,"Wiyung, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-wiyung/dijual-atau-disewakan-rumah-2-lantai-daerah-citraland-utama-clusterfullerton-surabaya-barat-hos41821888/,rumah123
Dijual Rumah 2 Lantai di Mulyosari Utara Full Furnish Siap Huni,2500000000,165.0,250.0,4,3,2,3,Furnished,0,1,"Mulyosari, Surabaya",-7.26556,112.79649,https://www.rumah123.com/properti/surabaya-mulyosari/dijual-rumah-2-lantai-di-mulyosari-utara-full-furnish-siap-huni-hos15355266/,rumah123
"Dijual Rumah 2 Lantai Perumahan Pakuwon Indah, Surabaya Barat",16000000000,375.0,585.0,5,5,2,2,Unfurnished,1,0,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/dijual-rumah-2-lantai-perumahan-pakuwon-indah-surabaya-barat-hos42232784/,rumah123
Siap Huni Baru Rumah Jemursari Regency Dekat Tengah Kota,2900000000,160.0,230.0,4,3,2,1,Semi Furnished,1,1,"Jemursari, Surabaya",-7.3236693,112.7407726,https://www.rumah123.com/properti/surabaya-jemursari/siap-huni-baru-rumah-jemursari-regency-dekat-tengah-kota-hos19492809/,rumah123
Siap Huni Full Furnished Perum Galaxy Bumi Permai 2Lt,4650000000,189.0,300.0,5,3,2,2,Furnished,1,1,"Sukolilo, Surabaya",-7.28813,112.802902,https://www.rumah123.com/properti/surabaya-sukolilo/siap-huni-full-furnished-perum-galaxy-bumi-permai-2lt-hos40801627/,rumah123
Rumah Mewah Estetik Siap Huni Furnished Raya Dharmahusada Indah 2Lt,35000000000,965.0,1000.0,5,4,2,2,,0,0,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/rumah-mewah-estetik-siap-huni-furnished-raya-dharmahusada-indah-2lt-hos42384877/,rumah123
"Dijual Rumah 3 Lantai Daerah Grand Penisula, Surabaya Timur",11000000000,210.0,490.0,7,4,2,2,Unfurnished,0,0,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/dijual-rumah-3-lantai-daerah-grand-penisula-surabaya-timur-hos41954396/,rumah123
Rumah Murah Royal Park Citraland Dekat Unesa G Walk Pakuwon,3700000000,180.0,185.0,5,4,2,2,Unfurnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/rumah-murah-royal-park-citraland-dekat-unesa-g-walk-pakuwon-hos42349172/,rumah123
"Dijual Rumah 2 Lantai Villa Royal, Pakuwon City",6100000000,375.0,500.0,5,4,2,2,Unfurnished,1,0,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/dijual-rumah-2-lantai-villa-royal-pakuwon-city-hos41833598/,rumah123
Dijual Rumah 2 Lantai Perumahan Galaxy Bumi Permai Araya Surabaya Timur,16000000000,450.0,900.0,6,5,2,2,Unfurnished,1,0,"Galaxy, Surabaya",-7.257472,112.75209,https://www.rumah123.com/properti/surabaya-galaxy/dijual-rumah-2-lantai-perumahan-galaxy-bumi-permai-araya-surabaya-timur-hos41876909/,rumah123
"Dijual Rumah 2 Lantai Cluster Virginia Regency, Pakuwon City, Surabaya Timur",7000000000,295.0,450.0,4,4,2,2,Unfurnished,1,0,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/dijual-rumah-2-lantai-cluster-virginia-regency-pakuwon-city-surabaya-timur-hos42078247/,rumah123
Rumah 2 Lantai di Kedung Baruk Rungkut Dekat Pandugo Wonorejo,2600000000,120.0,150.0,3,4,2,2,Semi Furnished,1,1,"Rungkut, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-rungkut/rumah-2-lantai-di-kedung-baruk-rungkut-dekat-pandugo-wonorejo-hos42215256/,rumah123
Buruan!! Baru 2 Lt Pakal Madya Asri Dekat Ciland Surabaya Barat,1300000000,94.0,150.0,3,3,2,1,Unfurnished,1,0,"Citraland, Surabaya",-7.2889105,112.64498,https://www.rumah123.com/properti/surabaya-citraland/buruan-baru-2-lt-pakal-madya-asri-dekat-ciland-surabaya-barat-hos18439958/,rumah123
"Dijual Rumah 2,5 Lantai Manyar Kartika, Surabaya Timur",6500000000,300.0,500.0,6,5,2,2,Furnished,1,0,"Manyar, Surabaya",-7.28724,112.739052,https://www.rumah123.com/properti/surabaya-manyar/dijual-rumah-25-lantai-manyar-kartika-surabaya-timur-hos42213395/,rumah123
"Dijual atau Disewakan Rumah Komersial Daerah Premium Jln Wr Supratman, Surabaya Pusat",69000000000,1401.0,331.0,5,5,2,2.0,Unfurnished,0,0,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/dijual-atau-disewakan-rumah-komersial-daerah-premium-jln-wr-supratman-surabaya-pusat-hos41861019/,rumah123
Muraah! Tengah Kota! Utk Kost Homestay Rumah Tinggal Kinibalu Sby,4700000000,479.0,234.0,3,2,1,4.0,Unfurnished,1,1,"Sawahan, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-sawahan/muraah-tengah-kota-utk-kost-homestay-rumah-tinggal-kinibalu-sby-hos40105452/,rumah123
Dijual Rumah Hook Darmo Permai - Tanah Luas 351 MÂ² - The Edge,6000000000,351.0,200.0,3,2,1,,,0,0,"Darmo permai, Surabaya",-7.28567420000002,112.70133904550778,https://www.rumah123.com/properti/surabaya-darmo-permai/dijual-rumah-hook-darmo-permai-tanah-luas-351-m-the-edge-hos41961469/,rumah123
Rumah Murah 600 Jtan Uk.6x12 di Rungkut One Gate System,695000000,72.0,45.0,2,1,1,1.0,Unfurnished,1,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-murah-600-jtan-uk6x12-di-rungkut-one-gate-system-hos42081232/,rumah123
"Rumah Onprogress di Gunung Anyar Surabaya Timur, Harga 300 Jutaan",398000000,30.0,30.0,2,2,2,1.0,Unfurnished,1,0,"Gununganyar, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-gununganyar/rumah-onprogress-di-gunung-anyar-surabaya-timur-harga-300-jutaan-hos41763934/,rumah123
"SHM, Rumah Ruko Gudang Raya Kenjeran 8Juta/M2",13000000000,1610.0,500.0,2,2,1,5.0,Unfurnished,1,1,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-gudang-raya-kenjeran-8jutam2-hos42378214/,rumah123
"Dijual Rumah 1,5 Lantai Dharmahusada, Surabaya Timur",6500000000,450.0,300.0,6,3,1,1.0,Unfurnished,1,0,"Dharma Husada, Surabaya",-7.26661,112.768181,https://www.rumah123.com/properti/surabaya-dharma-husada/dijual-rumah-15-lantai-dharmahusada-surabaya-timur-hos42195342/,rumah123
Dijual Rumah di Graha Sukolilo Regency di Surabaya Timur,1200000000,100.0,75.0,2,1,1,1.0,Unfurnished,0,0,"Sukolilo, Surabaya",-7.291690428352425,112.8059982966954,https://www.rumah123.com/properti/surabaya-sukolilo/dijual-rumah-di-graha-sukolilo-regency-di-surabaya-timur-hos41363944/,rumah123
Dijual Cepat Rumah Mewah Turun Harga di Tengah Kota Surabaya,3900000000,160.0,220.0,4,4,2,1.0,Unfurnished,1,0,"Sukolilo, Surabaya",-7.290337033155097,112.78615768976653,https://www.rumah123.com/properti/surabaya-sukolilo/dijual-cepat-rumah-mewah-turun-harga-di-tengah-kota-surabaya-hos41363966/,rumah123
"Dijual Rumah Baru Gress di Bhaskara Mulyosari, Surabaya",1500000000,120.0,240.0,4,3,1,1.0,Semi Furnished,0,0,"Mulyorejo, Surabaya",-7.268218015951312,112.79691342134164,https://www.rumah123.com/properti/surabaya-mulyorejo/dijual-rumah-baru-gress-di-bhaskara-mulyosari-surabaya-hos41271997/,rumah123
Dijual Rumah Daerah Wisma Mukti Surabaya Timur,8500000000,555.0,500.0,6,3,2,1.0,Unfurnished,1,0,"Sukolilo, Surabaya",-7.28813,112.802902,https://www.rumah123.com/properti/surabaya-sukolilo/dijual-rumah-daerah-wisma-mukti-surabaya-timur-hos42163975/,rumah123
"Dijual atau Disewakan Rumah 3 Lantai Semi Furnished Perumahan Pakuwon Indah Cluster La Riz Embazzy Dekat Pakuwon Mall, Surabaya Barat",6500000000,162.0,255.0,6,4,3,2.0,Semi Furnished,0,0,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/dijual-atau-disewakan-rumah-3-lantai-semi-furnished-perumahan-pakuwon-indah-cluster-la-riz-embazzy-dekat-pakuwon-mall-hos41733644/,rumah123
"Dijual Rumah 3 Lantai Daerah Galaxy Bumi Permai, Araya, Surabaya Timur",6500000000,240.0,500.0,6,5,3,2.0,Unfurnished,1,0,"Mulyosari, Surabaya",-7.26556,112.796494,https://www.rumah123.com/properti/surabaya-mulyosari/dijual-rumah-3-lantai-daerah-galaxy-bumi-permai-araya-surabaya-timur-hos42188564/,rumah123
"Dijual Rumah 3 Lantai Daerah Perumahan Pakuwon Indah, Surabaya Barat",5500000000,128.0,300.0,4,4,3,2.0,Furnished,1,0,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/dijual-rumah-3-lantai-daerah-perumahan-pakuwon-indah-surabaya-barat-hos41996001/,rumah123
"Dijual Rumah 2 Lantai Perumahan Pakuwon City, Surabaya Timur",8500000000,264.0,264.0,5,5,2,1.0,Unfurnished,1,0,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/dijual-rumah-2-lantai-perumahan-pakuwon-city-surabaya-timur-hos42195963/,rumah123
"Dijual Rumah 2 Lantai Raya Manyar Jaya, Surabaya Timur",6500000000,450.0,300.0,6,5,2,1.0,Unfurnished,1,0,"Sukolilo, Surabaya",-7.28813,112.802902,https://www.rumah123.com/properti/surabaya-sukolilo/dijual-rumah-2-lantai-raya-manyar-jaya-surabaya-timur-hos42195398/,rumah123
"Dijual Rumah 1,5 Lantai Kupang Indah, Surabaya Barat Hitung Tanah",7200000000,680.0,500.0,7,5,1,2.0,Unfurnished,1,0,"Dukuh Kupang, Surabaya",-7.28244,112.710747,https://www.rumah123.com/properti/surabaya-dukuh-kupang/dijual-rumah-15-lantai-kupang-indah-surabaya-barat-hitung-tanah-hos42278527/,rumah123
"Rumah Rungkut Asri Strategis Dekat Yakaya, Dekat Kampus Upn",6500000000,390.0,234.0,4,3,1,,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-rungkut-asri-strategis-dekat-yakaya-dekat-kampus-upn-hos42236275/,rumah123
"Dijual Rumah Hitung Tanah Darmo Permai Selatan,Surabaya Barat",8500000000,768.0,400.0,4,5,1,1.0,Unfurnished,1,0,"Darmo permai, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-darmo-permai/dijual-rumah-hitung-tanah-darmo-permai-selatansurabaya-barat-hos41812471/,rumah123
"Rumah Siap Huni, Strategis di Wisata Bukit Mas Surabaya Barat",6500000000,330.0,330.0,6,4,2,,Unfurnished,1,0,"Wisata Bukit Mas, Surabaya",-7.308962,112.667053,https://www.rumah123.com/properti/surabaya-wisata-bukit-mas/dijual-rumah-wisata-bukit-mas-surabaya-barat-hos41634785/,rumah123
"Dijual Rumah 2 Lantai Daerah Dharmahusada,Surabaya Timur",8500000000,450.0,575.0,6,7,2,2.0,Unfurnished,0,0,"Dharma Husada, Surabaya",-7.26661,112.768181,https://www.rumah123.com/properti/surabaya-dharma-husada/dijual-rumah-2-lantai-daerah-dharmahusadasurabaya-timur-hos41105557/,rumah123
"Dijual Rumah 2 Lantai Daerah Satelit Dekat Rumah Sakit Mitra Keluarga,Surabaya Barat",6500000000,375.0,400.0,6,4,2,2.0,Unfurnished,0,0,"Sukomanunggal, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-rumah-2-lantai-daerah-satelit-dekat-rumah-sakit-mitra-keluargasurabaya-barat-hos41773995/,rumah123
"Dijual Rumah 2 Lantai Siap Huni Daerah Margorejo Indah, Surabaya",11800000000,505.0,510.0,5,3,2,2.0,Unfurnished,1,0,"Margorejo, Surabaya",-7.3122,112.741096,https://www.rumah123.com/properti/surabaya-margorejo/dijual-rumah-2-lantai-siap-huni-daerah-margorejo-indah-surabaya-hos42333581/,rumah123
"Dijual Rumah Daerah Pengampon, Surabaya",16000000000,610.0,625.0,3,2,1,1.0,Unfurnished,1,0,"Genteng, Surabaya",-7.26125,112.742767,https://www.rumah123.com/properti/surabaya-genteng/dijual-rumah-daerah-pengampon-surabaya-hos42164066/,rumah123
"Dijual Rumah Baru Gress Dharmahusada Indah, Surabaya Timur",18000000000,600.0,450.0,4,5,2,2.0,Unfurnished,1,0,"Gubeng, Surabaya",-7.27396,112.748192,https://www.rumah123.com/properti/surabaya-gubeng/dijual-rumah-baru-gress-dharmahusada-indah-surabaya-timur-hos42248111/,rumah123
"Dijual Rumah 3 Lantai Daerah Raya Kertajaya Indah, Surabaya Timur",34000000000,600.0,1500.0,8,8,3,6.0,Unfurnished,1,0,"kertajaya, Surabaya",-7.282603,112.755432,https://www.rumah123.com/properti/surabaya-kertajaya/dijual-rumah-3-lantai-daerah-raya-kertajaya-indah-surabaya-timur-hos42250544/,rumah123
Dijual Rumah Komersil Tengah Kota Surabaya,23000000000,571.0,600.0,9,3,2,2.0,Unfurnished,0,0,"Gubeng, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-gubeng/dijual-rumah-komersil-tengah-kota-surabaya-hos41538100/,rumah123
"Dijual Rumah Baru Gress 3 Lantai Pakuwon Indah, Surabaya Barat",7500000000,180.0,450.0,5,6,3,2.0,Unfurnished,0,0,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/dijual-rumah-baru-gress-3-lantai-pakuwon-indah-surabaya-barat-hos41819411/,rumah123
Dijual Rumah Pusat Kota Surabaya Daerah Wr Supratman,12000000000,486.0,165.0,3,2,2,1.0,Semi Furnished,0,0,"Tegalsari, Surabaya",-7.27355,112.737457,https://www.rumah123.com/properti/surabaya-tegalsari/dijual-rumah-pusat-kota-surabaya-daerah-wr-supratman-hos41858822/,rumah123
"Dijual Rumah Mewah Hunian Klasik Modern Jln Progo, Surabaya Pusat",25000000000,640.0,700.0,5,5,2,2.0,Furnished,1,1,"Raya Darmo, Surabaya",-7.2879,112.739258,https://www.rumah123.com/properti/surabaya-raya-darmo/dijual-rumah-mewah-hunian-klasik-modern-jln-progo-surabaya-pusat-hos41860889/,rumah123
"Dijual Rumah Tengah Kota Jalan Kapuas, Surabaya",30000000000,685.0,252.0,6.0,3.0,2,2.0,Semi Furnished,1,0,"Wonokromo, Surabaya",-7.304,112.731598,https://www.rumah123.com/properti/surabaya-wonokromo/dijual-rumah-tengah-kota-jalan-kapuas-surabaya-hos41855146/,rumah123
"Dijual Rumah 2 Lantai Cluster La Riz Wood Perumahan Pakuwon Indah, Surabaya Barat",7300000000,240.0,300.0,5.0,5.0,2,2.0,Unfurnished,1,0,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/dijual-rumah-2-lantai-cluster-la-riz-wood-perumahan-pakuwon-indah-surabaya-barat-hos42152314/,rumah123
"Dijual Rumah 4 Lantai Perumahan Villa Valencia, Lontar, Surabaya Barat",6000000000,308.0,400.0,5.0,6.0,4,3.0,Unfurnished,0,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-rumah-4-lantai-perumahan-villa-valencia-lontar-surabaya-barat-hos42240398/,rumah123
"Dijual Rumah 2,5 Lantai Cluster Grand Island, Pakuwon City, Surabaya Timur",6950000000,200.0,350.0,5.0,5.0,2,2.0,Unfurnished,0,0,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/dijual-rumah-25-lantai-cluster-grand-island-pakuwon-city-surabaya-timur-hos42240532/,rumah123
Rumah Wbm Grand Palais Murah Siap Huni Langka Jarang Ada,3250000000,180.0,200.0,4.0,3.0,2,,Unfurnished,1,1,"Wisata Bukit Mas, Surabaya",-7.308962,112.667053,https://www.rumah123.com/properti/surabaya-wisata-bukit-mas/rumah-wbm-grand-palais-murah-siap-huni-langka-jarang-ada-hos41975442/,rumah123
"Rumah Bagus Siap Huni 2 Lantai, Lokasi Startegis di Pakuwon City",3500000000,150.0,170.0,,,1,,Furnished,0,0,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/pakuwon-city-siap-huni-2-lt-bagus-hos39072103/,rumah123
Amesta Living 2 Lantai Cluster Sora,1400000000,60.0,90.0,2.0,1.0,2,1.0,,0,1,"Gununganyar, Surabaya",-7.33182,112.80822,https://www.rumah123.com/properti/surabaya-gununganyar/amesta-living-2-lantai-cluster-sora-hos42245863/,rumah123
"Dijual Area Komersial Raya Dharma Husada Indah, Surabaya Timur",32000000000,720.0,1000.0,10.0,6.0,2,3.0,Unfurnished,1,1,"Dharma Husada, Surabaya",-7.26661,112.768181,https://www.rumah123.com/properti/surabaya-dharma-husada/dijual-area-komersial-raya-dharma-husada-indah-surabaya-timur-hos42324829/,rumah123
"Dijual Rumah 2 Lantai Perumahan Wisata Bukit Mas, Surabaya Barat",4100000000,292.0,360.0,5.0,3.0,2,2.0,Semi Furnished,1,0,"Wisata Bukit Mas, Surabaya",-7.308962,112.667053,https://www.rumah123.com/properti/surabaya-wisata-bukit-mas/dijual-rumah-2-lantai-perumahan-wisata-bukit-mas-surabaya-barat-hos42045008/,rumah123
Dijual Rumah 2 Lantai Perumahan Galaxy Bumi Permai Surabaya Timur,23000000000,1000.0,600.0,9.0,5.0,2,2.0,Unfurnished,1,0,"Galaxy, Surabaya",-7.257472,112.75209,https://www.rumah123.com/properti/surabaya-galaxy/dijual-rumah-2-lantai-perumahan-galaxy-bumi-permai-surabaya-timur-hos42149211/,rumah123
Dijual Rumah Mewah Modern Classic Araya Tahap1 Surabaya Timur,31000000000,1000.0,2000.0,10,7,2,8,Unfurnished,1,0,"Sukolilo, Surabaya",-7.28813,112.802902,https://www.rumah123.com/properti/surabaya-sukolilo/dijual-rumah-mewah-modern-classic-araya-tahap1-surabaya-timur-hos42149606/,rumah123
Rumah Dijual Oasis Sememi 900Jt Siap Huni Turun Harga!,800000000,84.0,84.0,2,1,1,1,Furnished,1,1,"Benowo, Surabaya",-7.23213,112.63014,https://www.rumah123.com/properti/surabaya-benowo/rumah-dijual-oasis-sememi-900jt-siap-hun-hos42211600/,rumah123
Rumah 2 Lantai Lebar 8m Hdp Utara Di Barata Jaya,2700000000,160.0,257.0,4,3,2,3,Unfurnished,0,0,"Gubeng, Surabaya",-7.27396,112.74819,https://www.rumah123.com/properti/surabaya-gubeng/rumah-2-lantai-lebar-8m-hdp-utara-di-barata-jaya-hos17924487/,rumah123
Jual Rumah Baru Pojokan Araya Jalan Boulevard,8000000000,308.0,425.0,4,3,2,1,Unfurnished,0,1,"Sukolilo, Surabaya",-7.28813,112.8029,https://www.rumah123.com/properti/surabaya-sukolilo/jual-rumah-baru-pojokan-araya-jalan-boulevard-hos18827514/,rumah123
