judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,keamanan,taman,alamat_teks,latitude,longitude,url_listing,sumber_data
Rumah Second Rasa Baru Pakuwon City Grand Island Suvadiva,2350000000,72.0,98.0,3,2,2,2,Furnished,1,1,"Pakuwon City, Surabaya",-7.2879919190016125,112.81703737164293,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-second-rasa-baru-pakuwon-city-grand-island-suvadiva-hos42329463/,rumah123
Dijual Rumah 1 M An di Babatan Mukti Nego Sampai Deal,1200000000,135.0,120.0,3,1,1,1,,0,0,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-rumah-dengan-harga-miring-hos42092498/,rumah123
Rumah Termurah Furnish Zimbali Costa Grand Island Pakuwon City,1650000000,72.0,98.0,4,2,2,2,,1,1,"Pakuwon City, Surabaya",-7.28917,-7.28917,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-termurah-furnish-zimbali-costa-grand-island-pakuwon-city-hos42333422/,rumah123
Rumah Pakuwon City Surabaya,2600000000,104.0,140.0,4,3,2,2,Unfurnished,1,1,"Pakuwon City, Surabaya",-7.28917,-7.28917,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-pakuwon-city-surabaya-hos42333421/,rumah123
Rumah Palmbeach Pakuwon City Surabaya Dkt Unair dan Kampus Its,4700000000,200.0,190.0,5,3,2,2,,0,1,"Pakuwon City, Surabaya",-7.28917,-7.28917,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-palmbeach-pakuwon-city-surabaya-dkt-unair-dan-kampus-its-hos42342474/,rumah123
Rumah Eastcoast Park Dkt Hoki dan Longbeach Pakuwon City Jalan Utama Cluster,3800000000,162.0,225.0,3,3,2,2,,0,1,"Pakuwon City, Surabaya",-7.28917,-7.28917,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-eastcoast-park-dkt-hoki-dan-longbeach-pakuwon-city-jalan-utama-cluster-hos42356040/,rumah123
Rumah Griya Asri Sebelah Pakuwon City Mall,1500000000,78.0,60.0,1,1,1,1.0,Furnished,1,1,"Pakuwon City, Surabaya",-7.270323,112.804551,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-griya-asri-sebelah-pakuwon-city-mall-hos42382951/,rumah123
"Rumah Baru Gress di Puri Widya Utama, Citraland, SBY",5900000000,294.0,630.0,4,4,3,2.0,Unfurnished,0,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/rumah-baru-gress-di-puri-widya-utama-citraland-sby-hos40663586/,rumah123
"Murah Rumah Baru di Mocca Vrbana, Dkt Graha Family & Pakuwon Mall",3000000000,105.0,160.0,3,3,2,2.0,Semi Furnished,0,0,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/murah-rumah-baru-di-mocca-vrbana-dkt-graha-family-pakuwon-mall-hos41246053/,rumah123
"Rumah Siap Huni di Kenjeran, Dekat Galaxy Mall, Surabaya",1100000000,100.0,110.0,3,2,1,1.0,Unfurnished,0,0,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-siap-huni-di-kenjeran-dekat-galaxy-mall-surabaya-hos41246320/,rumah123
"Rumah Murah di Pakuwon Indah, Dekat G-Walk & Univ. Ciputra Sby",3390000000,180.0,200.0,2,2,2,,,0,0,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-murah-di-pakuwon-indah-dekat-gwalk-univ-ciputra-sby-hos41248569/,rumah123
Dijual Rumah Baru Gress Grand Sunrise Siap Huni,800000000,75.0,100.0,1,2,2,1.0,Unfurnished,1,1,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-rumah-baru-gress-grand-sunrise-siap-huni-hos42119044/,rumah123
Dijual Rumah Kondisi Baru Gresss Siap Huni,2000000000,126.0,140.0,4,3,2,2.0,,0,0,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-rumah-kondisi-baru-gresss-siap-huni-hos42123704/,rumah123
Dijual Rumah Lokasi Strategis di Klampis Semolo,3600000000,225.0,162.0,4,3,2,,,0,0,"Semolowaru, Surabaya",-7.30105,112.778557,https://www.rumah123.com/properti/surabaya-semolowaru/dijual-rumah-lokasi-strategis-di-klampis-semolo-hos42277214/,rumah123
Rumah Ktp Surabaya Paling Murah Strategis Selatan,750000000,55.0,33.0,2,1,1,1.0,,0,0,"Kebraon, Surabaya",-7.3305,112.704071,https://www.rumah123.com/properti/surabaya-kebraon/rumah-ktp-surabaya-paling-murah-strategis-selatan-hos42309819/,rumah123
"Rumah Kost 2 Lantai Bagus SHM di Tenggilis Mejoyo, Surabaya",6900000000,326.0,425.0,25,12,2,1.0,Semi Furnished,1,1,"Tenggilis Mejoyo, Surabaya",-7.31943,112.75539,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/rumah-kost-2-lantai-bagus-shm-di-tenggilis-mejoyo-surabaya-hos15114979/,rumah123
RUMAH DIJUAL RUNGKUT MENANGGAL SURABAYA MURAH,1300000000,120.0,120.0,4,2,1,,Unfurnished,0,1,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-dijual-rungkut-menanggal-surabaya-murah-hos40246994/,rumah123
RUMAH DIJUAL DI DHARMAHUSADA INDAH SURABAYA,5800000000,375.0,375.0,6,4,2,1.0,Unfurnished,1,1,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/rumah-dijual-di-dharmahusada-indah-surabaya-hos40349666/,rumah123
RUMAH MURAH DIJUAL HITUNG TANAH MANYAR SURABAYA,2900000000,300.0,200.0,3,3,1,1.0,Unfurnished,1,1,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/rumah-murah-dijual-hitung-tanah-manyar-surabaya-hos39635379/,rumah123
RUMAH DIJUAL DI SURABAYA BARAT MURAH GRAND HARVEST BEBAS BANJIR,1900000000,126.0,87.0,2,2,2,1.0,Unfurnished,1,1,"Karangpilang, Surabaya",-7.34304,112.69739,https://www.rumah123.com/properti/surabaya-karangpilang/rumah-dijual-di-surabaya-barat-murah-grand-harvest-bebas-banjir-hos39544505/,rumah123
"RUMAH DIJUAL SELANGKAH MENUJU SURABAYA, WARU MURAH MERIAH",650000000,60.0,40.0,2,1,1,1.0,Unfurnished,1,1,"Sidoarjo, Surabaya",-7.450998,112.715439,https://www.rumah123.com/properti/surabaya-sidoarjo/rumah-dijual-selangkah-menuju-surabaya-waru-murah-meriah-hos39603323/,rumah123
Dijual Rumah Grand Harvest Semi Furnish Siap Huni,2250000000,105.0,149.0,3,2,2,2.0,Semi Furnished,1,1,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-rumah-grand-harvest-semi-furnish-siap-huni-hos41124784/,rumah123
Premium Rumah Gress Minimalis 3 LT Layout Terbaik Citraland Depan,18000000000,450.0,950.0,5,6,3,,Unfurnished,0,1,"Citraland, Surabaya",-7.28852,112.63583,https://www.rumah123.com/properti/surabaya-citraland/premium-rumah-gress-minimalis-3-lt-layout-terbaik-citraland-depan-hos41650291/,rumah123
Bangunan Minimalis 2 LT Mewah Komersial Citraland Dekat Pakuwon,8700000000,375.0,520.0,4,5,2,2.0,Unfurnished,0,1,"Citraland, Surabaya",-7.2863336142190605,112.64988512014651,https://www.rumah123.com/properti/surabaya-citraland/bangunan-minimalis-2-lt-mewah-komersial-citraland-dekat-pakuwon-hos41907444/,rumah123
Rumah Minimalis 2.5 LT Murah Mewah Citraland Depan,6990000000,240.0,430.0,5,6,2,,Semi Furnished,0,0,"Citraland, Surabaya",-7.284093,112.656721,https://www.rumah123.com/properti/surabaya-citraland/rumah-minimalis-25-lt-murah-mewah-citraland-depan-hos41723664/,rumah123
Mewah Rumah 3 Lt Golf View Graha Family Dekat Citraland Pakuwon,59500000000,1250.0,1900.0,8,8,3,2.0,,0,1,"Graha, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-graha/mewah-rumah-3-lt-golf-view-graha-family-dekat-citraland-pakuwon-hos17176231/,rumah123
Termurah Rumah Gress American Minimalis 2.5 Lt Graha Family,4750000000,128.0,300.0,4,3,2,2.0,,0,1,"Graha, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-graha/termurah-rumah-gress-american-minimalis-25-lt-graha-family-hos17864916/,rumah123
Rumah Gress Minimalis Lux Pakuwon Indah Vbr Dkt Citraland Graha,17000000000,375.0,590.0,6,7,2,2.0,Unfurnished,0,0,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-gress-minimalis-lux-pakuwon-indah-vbr-dkt-citraland-graha-hos39716289/,rumah123
Rumah Gress Premium 2.5 LT Minimalis Citraland Dekat Pakuwon Indah,12000000000,367.0,550.0,4,5,2,4.0,Unfurnished,0,1,"Citraland, Surabaya",-7.2912839897673365,112.64785703250027,https://www.rumah123.com/properti/surabaya-citraland/rumah-gress-premium-25-lt-minimalis-citraland-dekat-pakuwon-indah-hos42226863/,rumah123
Rumah Gress Minimalis Pakuwon Indah Vbr Dkt Citraland Graha,7800000000,190.0,230.0,6,7,3,2.0,,0,0,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-gress-minimalis-pakuwon-indah-vbr-dkt-citraland-graha-hos41073625/,rumah123
Rumah Mewah Minimalis 2 LT Graha Family Favorit Dekat Pakuwon,19990000000,616.0,405.0,6,4,2,,Unfurnished,0,1,"Graha, Surabaya",-7.303161691419589,112.68216949605642,https://www.rumah123.com/properti/surabaya-graha/rumah-mewah-minimalis-2-lt-graha-family-favorit-dekat-pakuwon-hos42263767/,rumah123
Premium Rumah Mewah Minimalis 2 LT Pakuwon Indah Villa Bukit Regency,7500000000,250.0,280.0,3,4,2,,Unfurnished,0,0,"Pakuwon Indah, Surabaya",-7.291713868223852,112.66949516082974,https://www.rumah123.com/properti/surabaya-pakuwon-indah/premium-rumah-mewah-minimalis-2-lt-pakuwon-indah-villa-bukit-regency-hos42280331/,rumah123
Premium American Gress Citraland Raya Dkt Pakuwon Graha,13900000000,330.0,650.0,5,6,2,3.0,Semi Furnished,0,1,"Citraland, Surabaya",-7.28852,112.63583,https://www.rumah123.com/properti/surabaya-citraland/premium-american-gress-citraland-raya-dkt-pakuwon-graha-hos40942429/,rumah123
Rumah Mewah Minimalis 2 LT Murah Graha Family Pakuwon,15000000000,450.0,600.0,4,3,2,,Unfurnished,0,1,"Graha, Surabaya",-7.303161691419589,112.68216949605642,https://www.rumah123.com/properti/surabaya-graha/rumah-mewah-minimalis-2-lt-murah-graha-family-pakuwon-hos42264240/,rumah123
Premium Rumah Mewah American Lux Pool Furnish Pakuwon Indah,13000000000,330.0,500.0,5,4,2,2.0,Furnished,0,0,"Pakuwon Indah, Surabaya",-7.293027268341163,112.66798936115151,https://www.rumah123.com/properti/surabaya-pakuwon-indah/premium-rumah-mewah-american-lux-pool-furnish-pakuwon-indah-hos42346645/,rumah123
Termurah Rumah Minimalis Furnish Citraland Golf Gwalk Pakuwon,9900000000,300.0,490.0,5,6,2,,Semi Furnished,0,1,"Citraland, Surabaya",-7.284093,112.656721,https://www.rumah123.com/properti/surabaya-citraland/termurah-rumah-minimalis-furnish-citraland-golf-gwalk-pakuwon-hos42290294/,rumah123
Termurah Rumah Minimalis Graha Family Dekat Pakuwon Indah,6500000000,250.0,350.0,4,4,2,,Unfurnished,0,0,"Graha, Surabaya",-7.303161691419589,112.68216949605642,https://www.rumah123.com/properti/surabaya-graha/termurah-rumah-minimalis-graha-family-dekat-pakuwon-indah-hos42290370/,rumah123
Rumah Marmer Mewah Pakuwon Indah Villa Bukit Regency Murah,14500000000,450.0,600.0,4,4,2,,Unfurnished,0,1,"Pakuwon Indah, Surabaya",-7.291713868223852,112.66949516082974,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-marmer-mewah-pakuwon-indah-villa-bukit-regency-murah-hos41260628/,rumah123
Rumah Gress Minimalis 2 LT Murah Citraland Jalan Utama Dekat Pakuwon Indah,8600000000,285.0,425.0,5,6,2,3.0,Unfurnished,0,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/rumah-gress-minimalis-2-lt-murah-citraland-jalan-utama-dekat-pakuwon-indah-hos39924508/,rumah123
Rumah di Graha Family Dekat Surabaya Clubhouse,5000000000,276.0,300.0,3,3,2,1.0,Unfurnished,1,1,"Graha, Surabaya",-7.257472,-7.257472,https://www.rumah123.com/properti/surabaya-graha/rumah-di-graha-family-surabaya-hos42306508/,rumah123
Rumah.2lantai Pantai.mentari Dkt Pakuwon Mall. Hokky. Shanghai Park,1570000000,90.0,120.0,3,3,2,1.0,Semi Furnished,0,0,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/rumah2lantai-pantaimentari-dkt-pakuwon-mall-hokky-shanghai-park-hos42222690/,rumah123
Rumah Gress Minimalis 3 LT Mewah Murah Pakuwon City,8490000000,390.0,480.0,4,4,2,,Furnished,0,1,"Pakuwon City, Surabaya",-7.269522,112.806815,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-gress-minimalis-3-lt-mewah-murah-pakuwon-city-hos40122456/,rumah123
Premium Rumah Gress Minimalis 2 LT Pakuwon City Depan,7300000000,240.0,400.0,4,5,2,2.0,Unfurnished,0,1,"Pakuwon City, Surabaya",-7.275760007940562,112.80590601862355,https://www.rumah123.com/properti/surabaya-pakuwon-city/premium-rumah-gress-minimalis-2-lt-pakuwon-city-depan-hos40904036/,rumah123
Rumah Murah 2 LT Raya Pakuwon City Utama Dekat Galaxi Bumi Permai,18990000000,800.0,750.0,5,5,1,,Unfurnished,0,0,"Pakuwon City, Surabaya",-7.275760007940562,112.80590601862355,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-murah-2-lt-raya-pakuwon-city-utama-dekat-galaxi-bumi-permai-hos40984879/,rumah123
Premium Rumah Minimalis 2 Lt Full Marmer Pakuwon City,19999999999,534.0,800.0,4,4,2,,,0,1,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/premium-rumah-minimalis-2-lt-full-marmer-pakuwon-city-hos18520878/,rumah123
Rumah Minimalis Murah Mewah Pakuwon City Depan Dkt Araya Puri Galaxy,9500000000,375.0,500.0,5,4,2,2.0,Unfurnished,0,1,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-minimalis-murah-mewah-pakuwon-city-depan-dkt-araya-puri-galaxy-hos18532490/,rumah123
Rumah Gress Premium Minimalis Pakuwon City Palm Beach,8850000000,327.0,400.0,4,5,2,4.0,Unfurnished,0,1,"Pakuwon City, Surabaya",-7.274978094478104,112.8130111925119,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-gress-premium-minimalis-pakuwon-city-palm-beach-hos41090351/,rumah123
Premium Rumah Gress Minimalis 2 LT Pakuwon City Utama,3700000000,126.0,210.0,3,4,2,1.0,Unfurnished,0,0,"Pakuwon City, Surabaya",-7.275760007940562,112.80590601862355,https://www.rumah123.com/properti/surabaya-pakuwon-city/premium-rumah-gress-minimalis-2-lt-pakuwon-city-utama-hos42264692/,rumah123
Termurah Rumah Minimalis 2 LT Gress Pakuwon City,1800000000,72.0,98.0,4,2,2,2.0,Unfurnished,0,0,"Pakuwon City, Surabaya",-7.2776018,112.8071721,https://www.rumah123.com/properti/surabaya-pakuwon-city/termurah-rumah-minimalis-2-lt-gress-pakuwon-city-hos19462102/,rumah123
Rumah Gress Minimalis Murah 2 LT Pakuwon City,2600000000,104.0,140.0,4,3,2,2.0,Unfurnished,0,1,"Pakuwon City, Surabaya",-7.275760007940562,112.80590601862355,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-gress-minimalis-murah-2-lt-pakuwon-city-hos42346608/,rumah123
Termurah Rumah Minimalis Full Furnish Pakuwon City,6500000000,288.0,287.0,4,4,2,2.0,Furnished,0,1,"Pakuwon City, Surabaya",-7.275760007940562,112.80590601862355,https://www.rumah123.com/properti/surabaya-pakuwon-city/termurah-rumah-minimalis-full-furnish-pakuwon-city-hos42363686/,rumah123
Termurah Rumah Mewah Pool Pakuwon City Hitung Tanah,6800000000,400.0,375.0,4,4,2,,Unfurnished,0,0,"Pakuwon City, Surabaya",-7.275760007940562,112.80590601862355,https://www.rumah123.com/properti/surabaya-pakuwon-city/termurah-rumah-mewah-pool-pakuwon-city-hitung-tanah-hos42363802/,rumah123
Rumah Baru Manyar Tritoyoso Surabaya Siap Huni,1950000000,82.0,125.0,3,3,2,2.0,Unfurnished,0,0,"Manyar, Surabaya",-7.28724,112.739052,https://www.rumah123.com/properti/surabaya-manyar/rumah-baru-manyar-tritoyoso-surabaya-siap-huni-hos41425884/,rumah123
Rumah Dijual Manyar Tirtoasri Surabaya Timur,2970000000,200.0,160.0,4,1,1,2.0,,0,1,"Manyar, Surabaya",-7.28724,112.739052,https://www.rumah123.com/properti/surabaya-manyar/rumah-dijual-manyar-tirtoasri-surabaya-timur-hos42309198/,rumah123
Rumah Baru Minimalis Surabaya Timur siap huni,1300000000,64.0,70.0,3,2,2,1.0,Unfurnished,1,0,"Kenjeran, Surabaya",-7.24195213394914,112.78326321426391,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-baru-minimalis-surabaya-timur-siap-huni-hos17418697/,rumah123
Rumah Dijual Babatan Pantai Surabaya Timur,2500000000,144.0,200.0,4,3,2,2.0,,0,0,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-dijual-babatan-pantai-surabaya-timur-hos42259642/,rumah123
Rumah Baru Sutorejo Prima Minimalis Modern,1990000000,90.0,160.0,4,3,2,1.0,Unfurnished,1,0,"Sutorejo, Surabaya",-7.26097,112.789757,https://www.rumah123.com/properti/surabaya-sutorejo/rumah-baru-sutorejo-prima-minimalis-modern-hos41961372/,rumah123
Rumah Murah Hitung Tanah Karang Asem Dekat Kenjeran Merr,950000000,220.0,170.0,2,1,1,,Unfurnished,0,1,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-murah-hitung-tanah-karang-asem-dekat-kenjeran-merr-hos42390067/,rumah123
12.3 Jt/M2 Hitung Tanah Mewah Rumah Sutorejo Row 3,4990000000,405.0,650.0,5,4,2,2.0,Semi Furnished,1,1,"Sutorejo, Surabaya",-7.26097,112.789757,https://www.rumah123.com/properti/surabaya-sutorejo/123-jtm2-hitung-tanah-mewah-rumah-sutorejo-row-3-hos41984852/,rumah123
Termurah Furnish Ada Clubhouse Mewah Rumah Long Beach Elite,6500000000,288.0,288.0,4,4,1,,Furnished,1,1,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/termurah-furnish-ada-clubhouse-mewah-rumah-long-beach-elite-hos42059965/,rumah123
New Furnish Murah Manyar Tirtoyoso 2 Lantai,2490000000,150.0,160.0,4,3,2,,Furnished,1,1,"Manyar, Surabaya",-7.28724,112.739052,https://www.rumah123.com/properti/surabaya-manyar/baru-furnish-murah-2-lr-hos42101525/,rumah123
San Diego Furnish Minimalis Row 3 Mobil Pakuwon City,4490000000,200.0,250.0,4,3,1,,Semi Furnished,1,1,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/san-diego-furnish-minimalis-row-3-mobil-pakuwon-city-hos42233122/,rumah123
Dijual Rumah Simpang Darmo Permai Selatan,2450000000,180.0,260.0,6,4,2,,,0,0,"Darmo permai, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-darmo-permai/dijual-rumah-simpang-darmo-permai-selatan-hos12993278/,rumah123
Dijual Rumah Minimalis di Galaxy Araya2,3400000000,180.0,280.0,3,3,2,1.0,,0,0,"Galaxy, Surabaya",-7.257472,112.75209,https://www.rumah123.com/properti/surabaya-galaxy/dijual-rumah-minimalis-di-galaxy-araya2-hos41287670/,rumah123
Rumah Jl. Semolowaru Siap Huni Harga Tanah ..,3000000000,360.0,250.0,4,2,1,1.0,Unfurnished,1,0,"Semolowaru, Surabaya",-7.30105,112.778557,https://www.rumah123.com/properti/surabaya-semolowaru/rumah-jl-semolowaru-siap-huni-harga-tanah-hos41346877/,rumah123
Baru Gress .. Rumah di Manyar Kertoadi Penataan Ruang Lega,3000000000,120.0,190.0,4,3,2,1.0,,0,0,"Manyar, Surabaya",-7.28724,112.739052,https://www.rumah123.com/properti/surabaya-manyar/baru-gress-rumah-di-manyar-kertoadi-penataan-ruang-lega-hos41343818/,rumah123
Rumah Simpang Darmo Permai Selatan,2450000000,180.0,260.0,7,4,1,3,Semi Furnished,1,0,"Darmo permai, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-darmo-permai/rumah-simpang-darmo-permai-selatan-hos14379295/,rumah123
Rumah di Woodland Citraland High Spec,3650000000,135.0,213.0,4,5,2,2,Unfurnished,1,1,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/rumah-di-woodland-citraland-high-spec-hos40849593/,rumah123
Dijual Murah .. Rumah di Kertajaya Indah Dekat Univ. Its,3100000000,200.0,200.0,3,2,1,1,Unfurnished,0,0,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-murah-rumah-di-kertajaya-indah-dekat-univ-its-hos41432474/,rumah123
Dijual Rumah Pradah Permai (Masuk Kompleks Dari Raya Darmo Permai),3700000000,300.0,100.0,5,2,2,1,Unfurnished,1,1,"Darmo permai, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-darmo-permai/dijual-rumah-pradah-permai-masuk-kompleks-dari-raya-darmo-permai-hos42166138/,rumah123
Di Jual Rumah Lokasi Strategis Wonorejo Surabaya,10000000000,800.0,700.0,5,5,1,2,,0,0,"Wonorejo, Surabaya",-7.271274,112.731598,https://www.rumah123.com/properti/surabaya-wonorejo/di-jual-rumah-lokasi-strategis-wonorejo-surabaya-hos41794047/,rumah123
Jualmurah Rumahbesar Ditenggilis Mejoyo Surabaya,1600000000,404.0,300.0,5,4,2,2,,0,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/jualmurah-rumahbesar-ditenggilis-mejoyo-surabaya-hos40972069/,rumah123
Rumah Hook Nginden Intan Timur Surabaya,4900000000,306.0,320.0,6,4,2,5,,0,0,"Nginden, Surabaya",-7.29974,112.767357,https://www.rumah123.com/properti/surabaya-nginden/rumah-hook-nginden-intan-timur-surabaya-hos42335605/,rumah123
Jual Rumahbagus Green Lake Surabaya Barat,2600000000,120.0,90.0,3,3,2,2,,0,0,"Lakarsantri, Surabaya",-7.30073,112.635658,https://www.rumah123.com/properti/surabaya-lakarsantri/jual-rumahbagus-green-lake-surabaya-barat-hos41179457/,rumah123
"Rumah Kalijudan Taruna Dkt Dharmahusada, Kertajaya dan Pusat Kota Surabaya",1100000000,127.0,127.0,3,3,2,1,Unfurnished,1,1,"Mulyorejo, Surabaya",-7.27049,-7.27049,https://www.rumah123.com/properti/surabaya-mulyorejo/rumah-kalijudan-taruna-dkt-dharmahusada-kertajaya-dan-pusat-kota-surabaya-hos42369821/,rumah123
Rumah Nginden Surabaya Timur,7500000000,500.0,400.0,4,3,2,6,Semi Furnished,1,1,"Nginden, Surabaya",-7.3008362,112.7695781,https://www.rumah123.com/properti/surabaya-nginden/rumah-nginden-surabaya-timur-hos42362483/,rumah123
Jual Rumahcantik Mewah Luas Strategis Graha Family Surabaya,21500000000,731.0,1000.0,5,6,2,4,Semi Furnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/jual-rumahcantik-mewah-luas-strategis-graha-family-surabaya-hos41210993/,rumah123
