judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,latitude,longitude,sumber_data
Dijual Rumah Hook di Tengger Kandangan Surabaya,950000000,157.0,36.0,2.0,1.0,1.0,1.0,Unfurnished,-7.26071189,112.66096742333336,rumah123
Dijual Rumah Siap Huni di Kendung Rejo Benowo Surabaya,525000000,90.0,90.0,2.0,1.0,2.0,1.0,Unfurnished,-7.23213,112.630142,rumah123
Rumah 1 Lantai Siap Huni Pakal Benowo Surabaya,2000000000,303.0,303.0,6.0,4.0,1.0,1.0,Unfurnished,-7.23213,112.630142,rumah123
Rumah Citraland Greenhill Citraland Utara,3400000000,180.0,225.0,5.0,4.0,1.0,3.0,Unfurnished,-7.23213,112.630142,rumah123
*Toko di Griya Benowo Indah Ii Urgent*,900000000,105.0,105.0,3.0,1.0,1.0,1.0,Unfurnished,,,rumah123
Dijual Rumah Strategis Siap Huni di Northwest Surabaya Kota Fd 262,1400000000,72.0,103.0,4.0,3.0,2.0,,Unfurnished,-7.23213,112.630142,rumah123
Rumah Bagus Baru Renov Sememi Rejoasri Benowo,500000000,62.0,40.0,2.0,1.0,1.0,,Unfurnished,,,rumah123
Rumah Baru Gresslokasi Pondok Benowo Indah Surabaya,850000000,97.0,140.0,3.0,3.0,2.0,1.0,Unfurnished,-7.28917,112.734,rumah123
Dijual Rumah di Perumahan Tengger Kandangan Surabaya,1100000000,119.0,200.0,4.0,3.0,2.0,,Unfurnished,-7.23213,112.630142,rumah123
Dijual Murah Rumah Baru Minimalis 2Lt Bagus Daerah Pakal Belakang Northwest Surabaya Barat Dekat Ptc Pakuwon Mall Bonus 4 Ac Water Heater Tandon Siap Huni,1300000000,94.0,150.0,3.0,3.0,2.0,1.0,Semi Furnished,-7.23213,112.630142,rumah123
Rumah 2 LT SHM Pantai Mentari Kenjeran Surabaya Timur Ja 721,2200000000,102.0,156.0,3.0,3.0,2.0,2.0,Unfurnished,-7.240977,112.79512,rumah123
Dijual Rumah Bulak Kalitinjang Baru Surabaya,1200000000,100.0,90.0,2.0,1.0,1.0,,Unfurnished,-7.28917,112.734,rumah123
Rumah Dijual Dijalan Gading Indah Utara Surabaya,1100000000,127.0,127.0,3.0,1.0,1.0,,Unfurnished,-7.2348578,112.781931,rumah123
Dijual Murah Rumah Mewah 2 Lantai Pantai Mentari Surabaya,1500000000,108.0,150.0,4.0,3.0,2.0,1.0,Unfurnished,-7.240977,112.79512,rumah123
Jual Murah Rumah Siap Huni,1500000000,90.0,90.0,4.0,3.0,2.0,1.0,Unfurnished,-7.240977,112.79512,rumah123
Dijual Rumah Pantai Mentari Surabaya Murah,650000000,108.0,150.0,4.0,3.0,2.0,1.0,Unfurnished,-7.240977,112.79512,rumah123
Dijual Rumah Dijalan Bulek Rukem Timur Surabaya,800000000,90.0,90.0,4.0,4.0,2.0,,Unfurnished,-7.233252139255654,112.77291104077835,rumah123
Dijual Rumah Dijalan Kyai Tambak Deres Surabaya,4500000000,583.0,250.0,5.0,3.0,1.0,,Unfurnished,-7.23263800001899,112.7844579999731,rumah123
Dijual Cepat Rumah Gading Indah Harga Dibawah Harga Pasar,950000000,165.0,125.0,3.0,1.0,2.0,1.0,Unfurnished,-7.240977,112.79512,rumah123
JUAL RUMAH PANTAI MENTARI NEW MINIMALIS,2650000000,128.0,190.0,4.0,3.0,2.0,2.0,Unfurnished,,,rumah123
Dijual Rumah di Kedinding Tengah Kenjeran Suramadu,1100000000,100.0,170.0,3.0,2.0,2.0,1.0,Unfurnished,-7.2409767,112.7951194,rumah123
"Dijual Rumah Di Pantai Mentari, Kenjeran",2850000000,181.0,181.0,3.0,2.0,1.0,1.0,Unfurnished,,,rumah123
Dijual Rumah 1 Lantai Lokasi Bulak Kali Tinjang Kenjeran,790000000,85.0,70.0,3.0,2.0,1.0,2.0,Unfurnished,-7.2409767,112.7951194,rumah123
Rumah Baru Kyai Tambak Deres Bulak Kenjeran Surabaya,650000000,30.0,60.0,2.0,2.0,2.0,1.0,Unfurnished,-7.240977,112.79512,rumah123
Dijual Rumah Pantai Mentari Cluster Depan Dekat Kenjeran,1000000000,72.0,50.0,3.0,1.0,1.0,1.0,Unfurnished,-7.28917,112.734,rumah123
Dijual Rumah Bulak Setro Surabaya Ron.a3128,420000000,24.0,50.0,2.0,2.0,2.0,,Unfurnished,-7.240977,112.79512,rumah123
Dijual Rumah di Gading Indah Utara,1300000000,122.0,250.0,3.0,2.0,2.0,1.0,Unfurnished,-7.240977,112.79512,rumah123
Dijual Rumah Full Furnish Pantai Mentari,3600000000,250.0,300.0,4.0,3.0,2.0,2.0,Furnished,-7.28917,112.734,rumah123
Rumah Minimalis 2 Lantai di Pusat Kota Surabaya Strategis [107],5000000000,242.0,280.0,6.0,2.0,2.0,,Unfurnished,-7.304,112.7316,rumah123
Bagus Terawat Rumah Darmo Kali Surabaya,25000000000,1072.0,500.0,8.0,4.0,1.0,3.0,Unfurnished,-7.304,112.7316,rumah123
"Siap Huni, Rumah, 1 Lantai di Darmo. Wonokromo Surabaya",7500000000,358.0,285.0,4.0,3.0,1.0,2.0,Semi Furnished,-7.28917,112.734,rumah123
Dijual Rumah Diponegoro Surabaya,52000000000,862.0,900.0,7.0,4.0,1.0,,Unfurnished,-7.304,112.731598,rumah123
Dijual Rumah Terawat Pusat Kota di Jalan Gadung Surabaya Selatan Dekat Rsal,950000000,177.0,177.0,5.0,2.0,1.0,,Unfurnished,-7.304,112.731598,rumah123
"Rumah di Area Darmo, Wonokromo Surabaya",25000000000,768.0,300.0,4.0,3.0,1.0,,Unfurnished,-7.304,112.731598,rumah123
Dijual Rumah Regency Kuda Dua Jagir Wonokromo Surabaya Ron.a1609,2400000000,191.0,200.0,3.0,3.0,2.0,2.0,Unfurnished,-7.304,112.731598,rumah123
Jual Rumah SHM Murah 2 Lantai di Wonokromo Surabaya,400000000,65.0,100.0,2.0,1.0,2.0,,Unfurnished,-7.300373,112.73716,rumah123
Dijual Rumah Dekat Raya Darmo Cocok untuk Usaha atau Kantor,28000000000,827.0,475.0,4.0,2.0,1.0,,Unfurnished,-7.304,112.731598,rumah123
Dijual Rumah Juwono,13500000000,574.0,500.0,7.0,4.0,2.0,3.0,Unfurnished,-7.28917,112.734,rumah123
Dijual Murah Rumah Luas Jl. Kutai Darmo Wonokromo Surabaya Pusat,5900000000,280.0,165.0,1.0,1.0,1.0,2.0,Unfurnished,-7.304,112.731598,rumah123
Cluster Taman Jivva Berlokasi di Kebraon Surabaya. Sold 50% Unit Terbatas. Dapatkan Promo Besar-Besaran Hanya Bulan Ini,700000000,50.0,33.0,2.0,1.0,1.0,1.0,Unfurnished,-7.304,112.731598,rumah123
Jual Rugi Butuh Cepat Laku,600000000,102.0,102.0,3.0,1.0,1.0,,Unfurnished,-7.296067641478928,112.74701615632164,rumah123
Dijual Rumah Hitung Tanah Ogan Darmo Wonokromo Surabaya Ron.a2483,4150000000,286.0,180.0,1.0,1.0,1.0,,Unfurnished,-7.304,112.731598,rumah123
"Siap Huni, Rumah, 1 Lantai, SHM, Dekat Fasilitas Kesehatan, Dekat Akses Tol",950000000,90.0,75.0,2.0,1.0,1.0,,Unfurnished,-7.304,112.731598,rumah123
"Bendul Merisi Selatan Dekat Plaza Marina, Royal Plaza, Tol, Polda",2300000000,200.0,135.0,4.0,3.0,1.0,1.0,Unfurnished,-7.304,112.731598,rumah123
Rumah Pusat Kota Jl. Darmo Kali Surabaya,6700000000,476.0,500.0,4.0,3.0,1.0,1.0,Unfurnished,-7.304,112.731598,rumah123
Dijual Rumah Dijalan Kedungsari Surabaya,1250000000,160.0,160.0,2.0,1.0,1.0,,Unfurnished,-7.2672151,112.7334399,rumah123
Dijual Rumah Tengah Kota Strategis Surabaya,11000000000,420.0,250.0,3.0,2.0,,1.0,Semi Furnished,-7.27355,112.73746,rumah123
"Rumah Strategis untuk Usaha di Raya Kedungsari, Surabaya Pusat",22150000000,886.0,750.0,11.0,5.0,1.0,3.0,Unfurnished,-7.27355,112.73746,rumah123
"Dijual Rumah Tengah Kota di Wr Supratman, Surabaya",15000000000,486.0,200.0,2.0,2.0,1.0,2.0,Furnished,-7.27355,112.73746,rumah123
"Dijual Rumah Tengah Kota di Wr Supratman, Surabaya",15000000000,486.0,200.0,2.0,2.0,1.0,2.0,Furnished,-7.27355,112.73746,rumah123
Rumah di Imam Bonjol Surabaya,21000000000,637.0,300.0,2.0,2.0,2.0,,Unfurnished,-7.27355,112.73746,rumah123
Rumah di Jl. Kapuas Surabaya,32000000000,685.0,250.0,5.0,2.0,1.0,7.0,Unfurnished,-7.27355,112.73746,rumah123
Rumah Murah Pol dan Strategis di Pusat Kota Surabaya,9250000000,1000.0,1000.0,1.0,1.0,1.0,,Unfurnished,-7.27355,112.73746,rumah123
Dijual Rumah Murah Hitung Tanah Tengah Kota Jl Musi Hook SHM,27000000000,799.0,573.0,2.0,2.0,1.0,2.0,Unfurnished,-7.285983798225914,112.73587047431796,rumah123
Rumah Mewah Pusat Kota Siap Huni Cocok Segala Usaha Siap Nego,30000000000,1080.0,1500.0,6.0,5.0,2.0,6.0,Semi Furnished,-7.27355,112.737457,rumah123
"Rumah Hitung Tanah Tengah Kota Lingkungan Nyaman, Shm, Tegalsari, Surabaya",12000000000,405.0,405.0,,,1.0,,Unfurnished,-7.27355,112.73746,rumah123
"Rumah Komersial @ Jl. Kartini, Surabaya Pusat",35000000000,765.0,1250.0,5.0,5.0,3.0,4.0,Semi Furnished,,,rumah123
Rumah Tanah Nol Raya Kedungsari. Strategis,16000000000,961.0,750.0,5.0,3.0,2.0,15.0,Unfurnished,-7.27355,112.737457,rumah123
Dijual Rumah di Jalan Dr Cipto Tegalsari Surabaya Pusat,12000000000,332.0,263.0,6.0,3.0,2.0,,Unfurnished,-7.27355,112.737457,rumah123
Strategis.parkirbyk.ccku/Klinik Kecantikan/Kantor/Kuliner.pusat Kota,13800000000,428.0,400.0,,,1.0,,Unfurnished,-7.273550033569336,112.73745727539062,rumah123
Cocok Kedutaan & Corporate Office - Rumah Mewah Wr Supratman Tegalsari Surabaya Pusat,35000000000,994.0,861.0,6.0,5.0,2.0,10.0,Unfurnished,-7.27355,112.737457,rumah123
Rumah Jual Area Komersil Surabaya Pusat Strategis,42000000000,881.0,850.0,5.0,3.0,1.0,12.0,Unfurnished,-7.27355,112.737457,rumah123
Dijual Rumah 2 Lantai Semi Furnished di Jalan Grudo,1900000000,105.0,105.0,4.0,1.0,2.0,,Semi Furnished,,,rumah123
"Rumah Hitung Tanah Saja di Wonorejo - Tegalsari, Surabaya Pusat",2350000000,240.0,200.0,3.0,1.0,1.0,,Unfurnished,-7.28917,112.734,rumah123
Hunian Nyaman & Terawat di Gununganyar Surabaya Timur,1100000000,120.0,120.0,3.0,2.0,1.0,,Unfurnished,-7.33182,112.80822,rumah123
"Dijual Rumah 2,5 Lantai LB 144 M² Rungkut Mapan Surabaya Timur Rev.a1049",1200000000,72.0,144.0,4.0,2.0,2.0,1.0,Unfurnished,-7.33182,112.80822,rumah123
Dijual Rumah Taman Wiguna Selatan Gunung Anyar Surabaya Ron.a341,1900000000,181.0,181.0,3.0,2.0,1.0,,Unfurnished,-7.33182,112.80822,rumah123
Dijual Rumah Hitung Tanah LT 180 M² Rungkut Menanggal Harapan Surabaya Timur Rev.a1040,1150000000,180.0,120.0,3.0,1.0,1.0,1.0,Unfurnished,-7.33182,112.80822,rumah123
Dijual Rumah Hook LT 255 M² Rungkut Mapan Surabaya Timur Rev.a1039,2800000000,255.0,255.0,4.0,2.0,1.0,2.0,Unfurnished,-7.33182,112.80822,rumah123
Dijual Rumah Wiguna Timur Gunung Anyar Surabaya Ron.a534,2000000000,150.0,300.0,4.0,2.0,2.0,1.0,Semi Furnished,-7.33182,112.80822,rumah123
Dijual Rumah Siap Huni LT 144 M² Rungkut Permai SHM Surabaya Timur Rev.a1034,1700000000,144.0,117.0,3.0,2.0,1.0,2.0,Unfurnished,-7.33182,112.80822,rumah123
Rumah Dijual di Gunung Anyar Cocok untuk Kos Surabaya,3000000000,205.0,205.0,15.0,,1.0,,Unfurnished,-7.342294,112.792763,rumah123
Dijual Rumah Furnished Siap Huni LT 135 M² Rungkut Barata Rev.a1026,1550000000,135.0,90.0,2.0,1.0,1.0,3.0,Furnished,-7.33182,112.80822,rumah123
Dijual Rumah Siap Huni LT 135 M² Puri Citra Rungkut SHM Rev.a1021,1350000000,135.0,100.0,3.0,2.0,1.0,1.0,Unfurnished,-7.33182,112.80822,rumah123
Rumah Gununganyar Tambak Surabaya Murah Fer.a272,1700000000,100.0,125.0,3.0,3.0,2.0,,Semi Furnished,-7.33182,112.80822,rumah123
Dijual Rumah Puri Mas Pecatu Gunung Anyar Surabaya Ron.a1829,3750000000,170.0,240.0,4.0,3.0,2.0,1.0,Unfurnished,-7.33182,112.80822,rumah123
Dijual Rumah Puri Mas Regency Gunung Anyar Surabaya Ron.a1895,2350000000,152.0,105.0,3.0,2.0,1.0,1.0,Unfurnished,-7.33182,112.80822,rumah123
Dijual Rumah Puri Mas Gianyar Gunung Anyar Surabaya Ron.a1873,3700000000,215.0,342.0,5.0,4.0,3.0,2.0,Unfurnished,-7.33182,112.80822,rumah123
Dijual Rumah Gunung Anyar Harapan Surabaya Ron.a1853,2500000000,198.0,350.0,4.0,2.0,2.0,3.0,Unfurnished,-7.33182,112.80822,rumah123
Dijual Rumah Gunung Anyar Baru Surabaya Ron.a1729,1300000000,75.0,75.0,4.0,2.0,2.0,2.0,Unfurnished,-7.33182,112.80822,rumah123
Dijual Rumah Gunung Anyar Emas Selatan Surabaya Ron.a1703,1500000000,144.0,120.0,3.0,2.0,1.0,1.0,Unfurnished,-7.33182,112.80822,rumah123
Dijual Rumah Wiguna Selatan Gunung Anyar Surabaya Ron.a1542,1200000000,120.0,150.0,3.0,2.0,2.0,2.0,Unfurnished,-7.33182,112.80822,rumah123
Jual Rumah Minimalis 3 KT di Wiguna Selatan Surabaya Siap Huni,975000000,90.0,90.0,3.0,2.0,1.0,2.0,Unfurnished,-7.341632400011328,112.80266240000336,rumah123
Rumah Wiguna Timur Regency Minimalis 2 LT Siap Huni,1950000000,153.0,140.0,3.0,2.0,2.0,2.0,Unfurnished,-7.28917,112.734,rumah123
Rumah Northwest Lake Citraland 2 Lantai Hadap Utara Full Furnish,1375000000,55.0,100.0,2.0,2.0,2.0,,Unfurnished,,,rumah123
"Bebas Banjir, Rumah, 1 Lantai, SHM, Dekat Sekolah Negeri, Siap Huni",550000000,70.0,70.0,3.0,2.0,1.0,1.0,Unfurnished,-7.24268,112.629807,rumah123
Rumah 2 Lantai Northwest Hill Citraland Utara Surabaya Barat,1600000000,72.0,73.0,2.0,2.0,2.0,1.0,Furnished,-7.24268,112.629807,rumah123
Dijual Rumah Bagus Northwest Citraland Utara Surabaya Barat Dekat Pakuwon Mall,1850000000,90.0,90.0,3.0,3.0,2.0,,Furnished,-7.24268,112.629807,rumah123
Dijual Rumah Northwest Citraland Utara Surabaya Barat Butuh Cepat Laku,1300000000,90.0,70.0,2.0,2.0,2.0,,Unfurnished,-7.24268,112.629807,rumah123
Dijual Rumah 3 Lantai Murah di Northwest Park Citraland Surabaya,1750000000,90.0,200.0,6.0,2.0,3.0,1.0,Semi Furnished,-7.24268,112.629807,rumah123
Rumah Citraland Utara 2 Lantai Modern Minimalis Bukit Palma,1650000000,120.0,150.0,4.0,4.0,2.0,,Unfurnished,-7.24268,112.629807,rumah123
Dijual Rumah Northwest Park,1250000000,90.0,126.0,3.0,2.0,2.0,,Unfurnished,-7.24268,112.629807,rumah123
Dijual Rumah Baru Minimalis Pakal Madya Asri Surabaya,1300000000,94.0,150.0,3.0,3.0,1.0,,Unfurnished,-7.224713867776184,112.6392513757324,rumah123
"Murah dan Dijual Cepat! Rumah Baru Gress 2 Lantai, Depan Danau Northwest Citraland",2400000000,135.0,138.0,3.0,3.0,2.0,1.0,Unfurnished,-7.24268,112.62981,rumah123
Rumah Bukit Palma Grandia Citraland Utara,1800000000,144.0,60.0,2.0,1.0,1.0,1.0,Unfurnished,-7.24268,112.629807,rumah123
Dijual Rumah Siap Huni Bebas Banjir di Northwest Hill Citraland Utara,1400000000,73.0,72.0,2.0,2.0,2.0,1.0,Unfurnished,-7.24268,112.629807,rumah123
Kesempatan Langka Rumah Lebar 10 Harga Segitu Nggak Bakalan Lama ! Jual Rumah Palma Classica Surabaya Barat,1650000000,150.0,85.0,4.0,3.0,1.0,,Unfurnished,-7.24268,112.629807,rumah123
Murah Terbaik Rumah Pelican Hill Citraland,3200000000,120.0,160.0,4.0,3.0,2.0,1.0,Unfurnished,,,rumah123
Northwest Lake,1150000000,72.0,69.0,2.0,2.0,2.0,1.0,Unfurnished,-7.24268,112.629807,rumah123
"Rumah 1,5 Lantai Siap Huni Nego di Palma Classica Citraland Utara Surabaya Barat",1600000000,105.0,65.0,3.0,1.0,1.0,2.0,Semi Furnished,-7.24268,112.629807,rumah123
Jual Cepat Rumah Baru Pakal Dekat Citraland Surabaya Barat,733000000,78.0,110.0,5.0,2.0,2.0,1.0,Unfurnished,-7.24268,112.629807,rumah123
"Dijual Rumah Siap Huni, Citraland Bukit Palma",1350000000,120.0,120.0,5.0,2.0,1.0,,Unfurnished,-7.24268,112.62981,rumah123
Turun Harga 300Jt Rumah New Minimalis 2 Lantai Pakal Madya Asri Belakang Norwest Citraland (Bb),1300000000,94.0,150.0,3.0,3.0,2.0,1.0,Unfurnished,-7.24268,112.62981,rumah123
Turun Harga 300Jt Rumah New Minimalis 2 Lantai Pakal Madya Asri Belakang Norwest Citraland (Bb),1300000000,94.0,150.0,3.0,3.0,2.0,1.0,Unfurnished,-7.24268,112.62981,rumah123
Rumah Baru Minimalis Surabaya Timur siap huni,1300000000,64.0,70.0,3.0,2.0,2.0,1.0,Unfurnished,-7.24195213394914,112.78326321426393,rumah123
Dijual Rumah Lokasi Kenjeran Surabaya,750000000,39.0,78.0,2.0,2.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Dijual Rumah Baru 2 Lantai Lokasi Pantai Mentari Kenjeran,1850000000,90.0,130.0,4.0,3.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Dijual Rumah 2 Lantai Lokasi Ploso Timur Surabaya,2500000000,120.0,90.0,5.0,3.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Dijual Cepat Rumah Pantai Mentari Cluster The Havens Siap Huni,1500000000,108.0,150.0,3.0,2.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
"Rumah dengan Kolam Renang, Mewah , di Pantai Mentari, Surabaya Timur",17500000000,1100.0,1200.0,9.0,6.0,3.0,,Unfurnished,,,rumah123
Dijual Rumah Siap Huni Pantai Mentari Ocean Park Bagus Terawat .,1500000000,119.0,125.0,2.0,1.0,1.0,1.0,Unfurnished,-7.23563,112.78616,rumah123
Dijual Rumah Bulak Rukem Timur Murah Hitung Tanah,399000000,72.0,60.0,2.0,2.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
"Rumah Hitung Tanah Lebak Arum Dekat Raya Kenjeran, Surabaya Timur. Dekat Kapas Krampung, Lebak Jaya, Babatan Pantai, The Grand Kenjeran, Puri Galaxy, Kedung Cowek, Karang Empat, Ploso, Bronggalan, Kalijudan, Sutorejo, Mulyosari, Pakuwon City.",4200000000,875.0,500.0,4.0,4.0,1.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
"Rumah 1 Lantai Lebak Arum - Kenjeran, Surabaya Timur. Dekat Raya Merr Kenjeran, Karang Asem, Karang Empat, Kapas Krampung, Putro Agung, Ploso, Bronggalan, Babatan Pantai, Pakuwon City, Mulyosari, Pantai Mentari, Dll.",1650000000,250.0,200.0,3.0,2.0,1.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
"Rumah Hitung Tanah Babatan Pantai, Surabaya Timur. Dekat The Grand Kenjeran - Pantai Mentari - Gading Pantai - Raya Kenjeran - Raya Merr - Pakuwon City - Mulyosari - Sutorejo - Mulyorejo - Dharmahusada Indah, Araya 1 / Araya I, Dll.",1900000000,200.0,150.0,3.0,2.0,1.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
"Rumah Baru 2 Lantai Babatan Pantai Utara, Surabaya Timur. Dekat The Grand Kenjeran, Pakuwon City, Gading Pantai, Pantai Mentari, Pakuwon City, Merr Kalijudan, Sutorejo, Mulyosari, Lebak Arum, Araya 1 / Araya I, Dll.",2550000000,146.0,280.0,4.0,4.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Dijual Rumah Gress Kenjeran! Akses Dekat dengan Jalan Raya,1800000000,90.0,120.0,3.0,3.0,1.0,1.0,Semi Furnished,-7.23563,112.786163,rumah123
Dijual Rumah Sidosermo Pdk Strategis,3250000000,200.0,300.0,4.0,3.0,2.0,,Unfurnished,-7.3273,112.737198,rumah123
Rumah +Kos2 An Super Strategis Area Komersial Jl Ry Kutisari Selatan,3750000000,400.0,500.0,16.0,3.0,2.0,,Unfurnished,-7.3273,112.737198,rumah123
Rumah Area Komersial Row 3 Mobil Jl Ry Kutisari Selatan I,7000000000,688.0,300.0,4.0,2.0,1.0,,Unfurnished,-7.3273,112.737198,rumah123
Di Jual Rumah Hook Jemur Andayani Rumah 2 Lantai,2300000000,130.0,125.0,4.0,4.0,2.0,1.0,Semi Furnished,-7.3273,112.737198,rumah123
Rumah Second Dijual Cepat Bendul Merisi Selatan Surabaya,1000000000,90.0,90.0,2.0,2.0,1.0,1.0,Unfurnished,-7.3273,112.737198,rumah123
Dijual Rumah Sidoasermo,7000000000,480.0,756.0,5.0,6.0,2.0,,Unfurnished,-7.3273,112.737198,rumah123
"Jual Cepat 3.6M Nego , Rumah Bendul Merisi",3600000000,288.0,288.0,8.0,5.0,2.0,3.0,Unfurnished,-7.3273,112.737198,rumah123
Rumah 2.5 Lantai Wonocolo Surabaya - Rm275apd,1500000000,90.0,210.0,5.0,3.0,2.0,,Unfurnished,-7.3273,112.737198,rumah123
Rumah 1 Lantai Wonocolo Surabaya - Drm278apd,6500000000,448.0,233.0,5.0,3.0,1.0,,Unfurnished,-7.3273,112.737198,rumah123
Rumah 2 Lantai Wonocolo Surabaya - Rm277apd,3500000000,180.0,236.0,5.0,4.0,2.0,,Unfurnished,-7.3273,112.737198,rumah123
Rumah 1 Lantai Wonocolo Surabaya - Rm276apd,3400000000,288.0,200.0,4.0,3.0,2.0,,Unfurnished,-7.3273,112.737198,rumah123
Jual Rumah Jemur Andayani Depan Jalan Besar,3900000000,345.0,290.0,8.0,3.0,1.0,1.0,Unfurnished,-7.3273,112.737198,rumah123
Rumah Tenggilis Timur Hook Row Jalan Lebar,3500000000,300.0,125.0,5.0,2.0,,,Unfurnished,-7.327112899999999,112.7370565,rumah123
"Rumah Siap Huni Bendul Merisi - Surabaya Selatan Akses Mudah, Dekat Pusat Kota",1300000000,102.0,120.0,3.0,2.0,1.0,,Unfurnished,-7.3273,112.737198,rumah123
"Bebas Banjir, Rumah, 2 Lantai, SHM, Dekat Pusat Perbelanjaan, Siap Huni",2400000000,240.0,315.0,8.0,4.0,2.0,1.0,Unfurnished,-7.3273,112.737198,rumah123
Dijual Rumah Dijalan Srengganan Lebar Simokerto Surabaya,2800000000,162.0,162.0,4.0,3.0,1.0,,Unfurnished,-7.2360587,112.744914,rumah123
Rumah Untuk Investasi Hitung Tanah Furnished,6300000000,900.0,450.0,4.0,3.0,1.0,1.0,Furnished,-7.23983,112.75543,rumah123
"Dijual Rumah 1,5 Lantai di Jalan Simolawang Baru Surabaya",2500000000,140.0,140.0,3.0,2.0,1.0,,Unfurnished,-7.23983,112.75543,rumah123
RUMAH 2 LANTAI DI SIMOKERTO SURABAYA HARGA NEGO,2100000000,230.0,310.0,5.0,3.0,,,Unfurnished,,,rumah123
Turun Harga Bisa Nego Lagi Rumah Sidodadi Kulon Ii,1000000000,260.0,170.0,4.0,2.0,1.0,,Unfurnished,-7.23983,112.75543,rumah123
"Dijual Rumah Usaha Daerah Simokerto, Surabaya Utara",3200000000,171.0,190.0,2.0,3.0,1.0,1.0,Unfurnished,-7.23983,112.755432,rumah123
Dijual Rumah Hitung Tanah Daerah Sidoyoso,6300000000,900.0,900.0,4.0,3.0,1.0,,Unfurnished,-7.23983,112.75543,rumah123
Dijual Rumah Sidodadi Simokerto Surabaya,1500000000,147.0,147.0,,,1.0,,Unfurnished,-7.237631,112.747381,rumah123
"Rumah Sidodadi (Simokerto) Lantai Marmer, Dekat Kapasan",5500000000,350.0,650.0,5.0,3.0,2.0,1.0,Unfurnished,,,rumah123
Rumah Dijual Dijalan Simolawang Surabaya,608000000,76.0,76.0,2.0,1.0,1.0,,Unfurnished,-7.235903,112.753205,rumah123
Rumah Dijual Dijalan Simokerto Surabaya,1300000000,110.0,110.0,2.0,2.0,1.0,,Unfurnished,-7.238621,112.7546,rumah123
"Rumah Kantor Nol Jalan Raya Dilengkapi Gudang di Pusat Kota Kapasan-Kenjeran, Simokerto",5500000000,341.0,500.0,5.0,2.0,3.0,1.0,Semi Furnished,-7.28917,112.734,rumah123
Dijual Rumah Sidotopo Wetan Indah Surabaya Utara,1100000000,100.0,100.0,4.0,2.0,2.0,1.0,Unfurnished,-7.23983,112.755432,rumah123
Rumah Dijual Dijalan Donokerto Surabaya,1300000000,139.0,139.0,3.0,1.0,1.0,,Unfurnished,-7.239820002,112.75548,rumah123
Rumah Dijual Dijalan Simolawang Baru Surabaya,3000000000,247.0,247.0,5.0,1.0,2.0,,Unfurnished,-7.23696,112.75271,rumah123
Dijual Rumah Dijalan Simokerto Surabaya,1400000000,128.0,128.0,4.0,3.0,1.0,,Unfurnished,-7.2398087227981875,112.7553604560726,rumah123
Dijual Rumah Dijalan Simolawang Baru Surabaya,1200000000,90.0,90.0,2.0,1.0,1.0,,Unfurnished,-7.23897,112.75229,rumah123
Dijual Rumah SHM di Jalan Sidoyoso Simokerto Surabaya,1500000000,100.0,100.0,3.0,2.0,1.0,,Unfurnished,-7.23983,112.75543,rumah123
Rumah Strategis Siap Huni Koala Regency Dkt Puri Galaxy,1000000000,90.0,90.0,2.0,1.0,1.0,1.0,Unfurnished,-7.306251164554098,112.7928069584413,rumah123
"Rumah Baru, Lokasi Strategis dan One Gate di Klampis, Surabaya",1650000000,102.0,125.0,3.0,3.0,2.0,,Unfurnished,-7.28813,112.802902,rumah123
Rumah Siap Huni Manyar Indah Hadap Utara,2900000000,252.0,225.0,6.0,3.0,2.0,,Unfurnished,,,rumah123
Rumah 1 Lantai Koala Regency Belakang Puri Galaxy,1000000000,90.0,90.0,2.0,1.0,1.0,1.0,Unfurnished,-7.306251164554098,112.7928069584413,rumah123
Dijual Rumah Puri Galaxy Bamboo Lake,8000000000,450.0,370.0,6.0,4.0,2.0,1.0,Unfurnished,-7.28813,112.802902,rumah123
Dijual Rumah Araya Tahap 1 - Furnished - Boulevard,6950000000,375.0,500.0,6.0,4.0,2.0,2.0,Furnished,-7.28813,112.802902,rumah123
Dijual Rumah Galaxy Bumi Permai Araya 2,2900000000,212.0,150.0,4.0,3.0,1.0,,Unfurnished,-7.28917,112.734,rumah123
Jual Rumah Baru 3Kt 2Lt Klampis Wisma Mukti Pusat Kota,2200000000,88.0,135.0,3.0,3.0,1.0,2.0,Unfurnished,-7.28813,112.802902,rumah123
Dijual Rumah New Unit B Wisma Mukti Klampis Anom Surabaya,2250000000,107.0,172.0,5.0,4.0,2.0,,Unfurnished,-7.28813,112.802902,rumah123
Rumah Dijual Wisma Mukti Dekat Hang Tuah Surabaya,1750000000,95.0,120.0,4.0,3.0,2.0,,Semi Furnished,-7.297014942864507,112.77901856331532,rumah123
