judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,latitude,longitude,sumber_data
Rumah Dijual Jalan Sedayu Pabean cantikan Surabaya,850000000,87.0,117.0,4.0,1.0,2.0,,Unfurnished,-7.235103677173896,112.7233384011874,rumah123
"Rumah, 2 Lantai, SHM,",650000000,111.0,200.0,4.0,2.0,2.0,,Unfurnished,-7.28917,112.734,rumah123
Dijual Rumah Mewah View Golf Citraland Surabaya Barat,37500000000,950.0,1500.0,,,,,Unfurnished,,,rumah123
Dijual Rumah Jalan Sampoerna Pabean Cantikan Surabaya,1400000000,126.0,126.0,1.0,1.0,1.0,,Unfurnished,-7.231213,112.734189,rumah123
Rumah Dijual Dijalan Kemudi Pabean Cantian Surabaya,2800000000,111.0,111.0,5.0,2.0,1.0,,Unfurnished,-7.2289917,112.7363167,rumah123
Rumah Dijual Teluk Amurang Pabean Cantikan Surabaya,1000000000,300.0,300.0,4.0,3.0,2.0,,Unfurnished,-7.219567515674712,112.73198538086793,rumah123
Rumah Dijual Jalan Ikan Gurami Pabean Cantikan Surabaya,950000000,140.0,140.0,2.0,1.0,1.0,,Unfurnished,-7.225737493871335,112.73023472800423,rumah123
Rumah Dijual Dijalan Teh Pabean Cantikan Surabaya,4000000000,265.0,265.0,5.0,3.0,2.0,,Unfurnished,-7.239269,112.739139,rumah123
Flash Sale Drop 250jt - Hadap Jalan Raya Rumah 2 Lantai Slompretan Surabaya Cocok Utk Gudang Grosir Dkt Pasar Bong Pgs,6750000000,184.0,320.0,,1.0,2.0,2.0,Unfurnished,-7.2248,112.73217,rumah123
"Rumah Dijual Gunungsari Indah, Karangpilang, Surabaya",2500000000,128.0,128.0,4.0,3.0,2.0,,Unfurnished,-7.34304,112.69739,rumah123
"Dijual Rumah Gunungsari Indah, Surabaya Barat!",1190000000,87.0,85.0,3.0,3.0,2.0,2.0,Unfurnished,-7.34304,112.697388,rumah123
Rumah Siap Huni di Gunung Sari Indah,2800000000,120.0,180.0,4.0,3.0,2.0,1.0,Unfurnished,-7.34304,112.697388,rumah123
Tanah Bonus Bangunan Raya Mastrip,1500000000,72.0,54.0,,1.0,1.0,,Unfurnished,-7.34304,112.697388,rumah123
Dijual Rumah Perum Gunungsari Indah,1500000000,128.0,100.0,4.0,3.0,,,Unfurnished,-7.34304,112.697388,rumah123
Modern Siap Huni Minimalis Rumah Gunungsari Indah,1990000000,120.0,165.0,3.0,2.0,2.0,1.0,Unfurnished,-7.34304,112.69739,rumah123
Terawat Siap Huni Rumah Gunungsari Indah,1990000000,120.0,165.0,3.0,2.0,2.0,1.0,Unfurnished,-7.34304,112.69739,rumah123
Siap Huni Rumah Terawat di Gunungsari Indah,1990000000,120.0,165.0,3.0,2.0,2.0,1.0,Unfurnished,-7.34304,112.69739,rumah123
Rumah Gunungsari Indah Siap Huni,1990000000,120.0,165.0,3.0,3.0,2.0,,Unfurnished,-7.34304,112.697388,rumah123
Siap Huni Rumah Gunungsari Indah Harga bisa Nego Tipis,1990000000,120.0,165.0,3.0,2.0,2.0,1.0,Unfurnished,-7.34304,112.69739,rumah123
Perum Gunung Sari Siap Huni,575000000,84.0,84.0,2.0,2.0,1.0,,Unfurnished,-7.34304,112.697388,rumah123
Dijual Rumah Kebraon Siap Huni dengan Banyak Kamar Surabaya Barat,1400000000,88.0,176.0,5.0,3.0,,,Unfurnished,,,rumah123
Jual Cepat Murah Rumah Kebraon Surabaya Barat,950000000,105.0,45.0,2.0,1.0,,,Unfurnished,,,rumah123
"Grand pavilion regency, karang pilang surabaya hanya bayar 1jta",750000000,72.0,30.0,2.0,2.0,1.0,1.0,Unfurnished,,,rumah123
"Rumah Dijual Gunungsari Indah, Karangpilang, Surabaya",1100000000,120.0,120.0,3.0,2.0,1.0,,Unfurnished,-7.34304,112.69739,rumah123
Rumah Dijual Gunungsari Indah Wiyung Surabaya,1500000000,120.0,120.0,5.0,2.0,2.0,,Unfurnished,-7.31319433255284,112.70544261025742,rumah123
Rumah 2 Lantai Royal Residence Jual Murah SHM Harewood KPR,2000000000,128.0,125.0,3.0,3.0,2.0,2.0,Semi Furnished,-7.34304,112.697388,rumah123
"Dijual Rumah Semi Furnish Griya Kebraon Utara - SHM Harga 1,1 M",1100000000,110.0,160.0,3.0,1.0,1.0,1.0,Unfurnished,-7.34304,112.697388,rumah123
"Rumah Hook, Plafon Tinggi di Kebraon",3500000000,306.0,275.0,6.0,2.0,2.0,2.0,Unfurnished,-7.34304,112.697388,rumah123
Rumah Asem Jaya Tembok Dukuh Bubutan Surabaya,2200000000,124.0,160.0,4.0,2.0,2.0,1.0,Unfurnished,-7.25331,112.732857,rumah123
"Rumah di Pasar Turi Luas 1.114m2 Cocok Buat Cafe, Kantor, Hotel",15000000000,1114.0,748.0,5.0,2.0,2.0,,Unfurnished,-7.25331,112.73286,rumah123
Dijual Rumah Jalan Tambak Bayan Bubutan Surabaya,2500000000,167.0,210.0,4.0,2.0,1.0,,Unfurnished,-7.248875,112.7413317,rumah123
Dijual Rumah Pusat Kota Jl. Tulungagung Bubutan,2850000000,380.0,372.0,7.0,2.0,1.0,1.0,Unfurnished,-7.25331,112.732857,rumah123
Dijual Rumah Hitung Tanah Jalan Kawatan 1 Lantai,850000000,136.0,120.0,3.0,3.0,1.0,,Unfurnished,-7.25331,112.732857,rumah123
Dijual Rumah Jalan Kawatan 1 Lantai Bagus Terawat,750000000,98.0,98.0,3.0,2.0,1.0,,Unfurnished,-7.25331,112.732857,rumah123
"Rumah Hitung Tanah LT 488M² di Jl. Semarang Bubutan - Rp7,32 M Nego",7320000000,488.0,488.0,2.0,1.0,1.0,1.0,Unfurnished,-7.25331,112.73286,rumah123
Rumah Dijual Praban Wetan Bubutan Surabaya,1400000000,103.0,103.0,3.0,1.0,1.0,,Unfurnished,-7.255328999766121,112.73646406039154,rumah123
Rumah Bangunan Lama 1 Lantai Gundih Bubutan Surabaya,6300000000,600.0,400.0,6.0,6.0,1.0,1.0,Unfurnished,-7.25331,112.732857,rumah123
Jl Tulungagung Bubutan Pusat Kota Surabaya,2850000000,380.0,372.0,7.0,2.0,2.0,,Unfurnished,,,rumah123
Rumah Dijual Dijalan Tuban Surabaya Pusat,1800000000,148.0,148.0,4.0,2.0,2.0,,Unfurnished,-7.238624000000087,112.72296100000166,rumah123
Rumah Dijual Gundih Bubutan Surabaya,500000000,72.0,72.0,3.0,1.0,1.0,,Unfurnished,-7.2487712,112.7275574,rumah123
Rumah Dijual Dijalan Jepara Surabaya Pusat,1100000000,160.0,160.0,3.0,2.0,1.0,,Unfurnished,-7.23865,112.72414,rumah123
Dijual Rumah Northwest Park Full Renovasi,1360000000,90.0,115.0,2.0,3.0,2.0,,Unfurnished,-7.241304683333333,112.61346288333334,rumah123
Rumah Northwest Park Murah,1050000000,72.0,40.0,2.0,1.0,1.0,1.0,Unfurnished,-7.25331,112.732857,rumah123
Rumah Northwest,1425000000,90.0,115.0,2.0,3.0,2.0,1.0,Unfurnished,,,rumah123
Rumah Northwest,1750000000,90.0,200.0,6.0,2.0,3.0,,Unfurnished,,,rumah123
Rumah bertingkat cocok unt kost² an,4200000000,270.0,351.0,7.0,4.0,3.0,,Unfurnished,-7.249962099999999,112.7301098,rumah123
Rumah Di Northwest Central Full Furnished,1850000000,90.0,90.0,3.0,3.0,1.0,1.0,Furnished,-7.25331,112.732857,rumah123
"Rumah Terawat Siap Huni, Semi Furnish di Dharmahusada Indah",6500000000,300.0,550.0,4.0,4.0,2.0,1.0,Semi Furnished,-7.27049,112.780548,rumah123
"Rumah Siap Huni, Row 3 Mobil di Wisma Permai",2500000000,135.0,100.0,2.0,1.0,1.0,1.0,Unfurnished,-7.27049,112.780548,rumah123
"Rumah Bhaskara Harga Tanah, Cocok untuk Hunian & Renovasi",1300000000,120.0,120.0,2.0,1.0,1.0,,Unfurnished,-7.266657702407258,112.80065649397272,rumah123
"Rumah Shm Di Dharmahusada Dekat Raya Kenjeran, Galaxy Mall",13000000000,500.0,600.0,5.0,3.0,2.0,3.0,Semi Furnished,-7.27049,112.780548,rumah123
"Dijual Rumah Modern Minimalis, Siap Huni (Baru Gress)",1900000000,84.0,160.0,4.0,3.0,2.0,1.0,Unfurnished,-7.27049,112.780548,rumah123
"Dijual Under Market Rumah Hook, Modern Minimalis, Baru Gress, Siap Huni",2250000000,112.0,130.0,4.0,3.0,2.0,2.0,Furnished,-7.27049,112.780548,rumah123
"Rumah Shm Minimalis 2 Lantai Mulyosari Dekat Its, Kenjeran, Pakuwon City",1650000000,82.0,115.0,3.0,3.0,2.0,,Unfurnished,-7.27049,112.780548,rumah123
Rumah Hitung Tanah di Mulyosari Cocok Investasi atau Bangun Ulang,1850000000,184.0,368.0,4.0,4.0,1.0,1.0,Unfurnished,-7.269016206295205,112.79612059080516,rumah123
Rumah Sutorejo Mulyosari Grees Siap Huni Hook,2250000000,112.0,130.0,4.0,3.0,2.0,2.0,Unfurnished,-7.27049,112.780548,rumah123
Rumah Ciamik 2 Lantai Siap Huni Samping Rumah Bisa Untuk Garasi,1450000000,123.0,176.0,3.0,2.0,2.0,1.0,Unfurnished,-7.27049,112.780548,rumah123
"Rumah Second Dharmahusada Selangkah Ke Unair, Galaxy Mall, Mulyosari",6400000000,400.0,300.0,4.0,4.0,1.0,,Unfurnished,-7.27049,112.780548,rumah123
Sutorejo Prima,1999999999,90.0,160.0,4.0,3.0,2.0,,Unfurnished,,,rumah123
"Rumah Mewah 8KT Grand Peninsula, Surabaya!",19800000000,360.0,700.0,8.0,8.0,3.0,,Unfurnished,,,rumah123
Rumah Dharmahusada Indah Dkt Manyar dan Kertajaya Indah,4890000000,375.0,300.0,4.0,3.0,2.0,2.0,Unfurnished,-7.268996,112.778236,rumah123
Rumah Wisma Permai Tengah Harus Segera Laku,1600000000,135.0,100.0,2.0,1.0,1.0,2.0,Unfurnished,-7.274654782500235,112.7894523070994,rumah123
Villa Kalijudan Indah Baru Gress 2Lt,1770000000,100.0,160.0,3.0,3.0,2.0,1.0,Unfurnished,-7.27049,112.78055,rumah123
Rumah Murah Tanpa DP di Dekat Merr Gununganyar Surabaya,721000000,50.0,30.0,2.0,1.0,1.0,1.0,Semi Furnished,-7.27049,112.780548,rumah123
Rumah 2 Lantai Surabaya Selangkah Pakuwon City dan Kampus Its,845000000,40.0,65.0,2.0,2.0,2.0,1.0,Unfurnished,-7.27049,112.780548,rumah123
Dijual Murah Rumah di Grand Pakuwon Tandes,900000000,72.0,70.0,2.0,1.0,2.0,,Unfurnished,-7.28917,112.734,rumah123
Jual.rumah Di.grand Pakuwon.cluster Queenland,1100000000,48.0,90.0,2.0,2.0,2.0,1.0,Unfurnished,-7.25834,112.678978,rumah123
Jual Rumah Grand Pakuwon Luas 72M2 Kamar Tidur 2 Kamar Mandi 2,1500000000,72.0,80.0,2.0,2.0,2.0,1.0,Unfurnished,-7.25834,112.678978,rumah123
"Dijual Rumah 2 Lantai di Grand Pakuwon, Tandes",1600000000,72.0,84.0,3.0,2.0,2.0,1.0,Unfurnished,-7.25834,112.678978,rumah123
Dijual Cepat Rumah Darmo Harapan Indah Tandes Belakang Ken 88 Supermarket,1750000000,180.0,140.0,4.0,2.0,1.0,2.0,Semi Furnished,-7.25834,112.678978,rumah123
Murah 2 Unit Rumah Grand Pakuwon Cluster Gladstone,1550000000,72.0,101.0,3.0,3.0,2.0,1.0,Unfurnished,-7.25834,112.67898,rumah123
Darmo Harapan Hok 2Lt Baru Gress,2250000000,116.0,115.0,3.0,3.0,2.0,2.0,Unfurnished,-7.25834,112.678978,rumah123
Darmo Harapan Indah Baru Gress 2lt,1750000000,102.0,150.0,3.0,3.0,2.0,2.0,Unfurnished,-7.25834,112.67898,rumah123
Darmo Harapan Indah Baru Gress 2Lt,1750000000,87.0,100.0,3.0,3.0,2.0,2.0,Unfurnished,-7.25834,112.67898,rumah123
Dijual Rumah Grand Pakuwonsouth Victoria Surabaya,2350000000,160.0,200.0,4.0,3.0,2.0,1.0,Unfurnished,-7.25834,112.678978,rumah123
Dijual Rumah Darmo Indah Timur Tandes Surabaya,2500000000,157.0,126.0,2.0,1.0,1.0,2.0,Unfurnished,-7.25834,112.678978,rumah123
"Dijual Rumah Darmo Indah Timur Tandes, Surabaya",1700000000,105.0,90.0,3.0,2.0,1.0,1.0,Unfurnished,-7.25834,112.678978,rumah123
Dijual Rumah Grand Pakuwon JF07 Type Sanders (Cluster Adelaide),1090000000,72.0,78.0,2.0,2.0,2.0,,Unfurnished,-7.25834,112.67898,rumah123
Rumah Grand Pakuwon Cantik 2Lt Adelaide,1290000000,72.0,70.0,2.0,2.0,2.0,1.0,Unfurnished,-7.25834,112.678978,rumah123
Rumah 2 Lantai Grand Pakuwon Siap Huni - Lokasi Depan,4800000000,144.0,240.0,4.0,3.0,2.0,2.0,Semi Furnished,-7.25834,112.67898,rumah123
2070. Jual Rumah Murah Siap Huni Grand Pakuwon,1050000000,72.0,70.0,2.0,2.0,2.0,1.0,Unfurnished,-7.25834,112.678978,rumah123
Rumah Grand Pakuwon Model Minimalis Semi Interior Lokasi Depan,4800000000,144.0,240.0,4.0,3.0,1.0,2.0,Semi Furnished,-7.25834,112.67898,rumah123
Rumah Dijual di Grand Pakuwon Cluster Gladstone Surabaya,1550000000,72.0,101.0,3.0,3.0,2.0,,Unfurnished,-7.2348842,112.6703892,rumah123
Dijual Rumah Demak Barat Krembangan Surabaya,1850000000,127.0,164.0,4.0,2.0,2.0,,Unfurnished,-7.247063276850596,112.72039184505547,rumah123
Rumah Dijalan Babadan Rukun Surabaya,1000000000,135.0,240.0,6.0,4.0,2.0,,Unfurnished,-7.2450309,112.7183141,rumah123
Jual Rumah Toko Bangunan Hook  Rajawali dan krembangan Strategis,2350000000,104.0,150.0,1.0,1.0,,,Unfurnished,-7.22996,112.72416,rumah123
Rumah Dijual Di Kalongan Baru Siap Huni Surabya Utara,3000000000,150.0,300.0,5.0,5.0,2.0,1.0,Unfurnished,-7.22996,112.724159,rumah123
Rumah di Jl. Krembangan Nol Jalan Raya Surabaya,2300000000,180.0,180.0,3.0,2.0,1.0,,Unfurnished,-7.22996,112.72416,rumah123
Dijual Rumah Dijalan Sedayu Krembangan Surabaya,950000000,87.0,87.0,2.0,3.0,1.0,,Unfurnished,-7.236429,112.72353,rumah123
Dijual Rumah Dijalan Kalongan Besar Surabaya,2500000000,192.0,192.0,4.0,2.0,1.0,,Unfurnished,-7.2408248,112.7331724,rumah123
"Rumah Usaha Utama 2 Lantai, Dipakai untuk Warkop, di Atas Warkop Dipakai Kos-Kosan",3500000000,321.0,321.0,13.0,7.0,2.0,,Unfurnished,-7.22996,112.72416,rumah123
Rumah Hitung Tanah di Area Wisata Kota Tua Rajawali,3360000000,306.0,300.0,,2.0,1.0,,Unfurnished,-7.22996,112.724159,rumah123
Rumah Dijual Sedayu Krembangan Surabaya,1500000000,80.0,100.0,4.0,2.0,2.0,,Unfurnished,-7.2350359440023055,112.72471468796364,rumah123
Rumah Hitung Tanah Perak Barat Nol Jalan Raya,5750000000,373.0,150.0,4.0,3.0,1.0,2.0,Unfurnished,-7.22996,112.724159,rumah123
Rumah Tengah Kota Surabaya Surabaya,1580000000,90.0,180.0,,,,,Unfurnished,,,rumah123
Rumah Perak Barat Sederhana Terawat Dekat Surabaya Pusat,6000000000,373.0,373.0,3.0,1.0,1.0,1.0,Unfurnished,-7.22996,112.72416,rumah123
"Rumah 1m An Dkt Atom Mall,t.plaza,sekolah2 Tengah Kota Surabaya",1200000000,68.0,190.0,5.0,3.0,3.0,,Semi Furnished,-7.22996,112.72416,rumah123
"Tanjung Layar Krembangan , Hitung Tanah, Murah ( Tusuk Sate)",800000000,200.0,144.0,3.0,1.0,1.0,,Unfurnished,-7.22996,112.72416,rumah123
Rumah Dijual Jalan Kalongan Krembangan Surabaya,3000000000,160.0,160.0,3.0,2.0,1.0,,Unfurnished,-7.240957684935893,112.73486038582116,rumah123
Dijual Rumah Griya Permata Pagesangan Jambangan Surabaya Ron.a2273,1050000000,51.0,102.0,3.0,2.0,2.0,1.0,Unfurnished,-7.31747,112.716637,rumah123
Dijual Rumah Bertulang Kayu Jati Menanggal Indah Surabaya Selatan,2600000000,216.0,372.0,5.0,4.0,2.0,1.0,Unfurnished,,,rumah123
Dijual Rumah Jambangan Tama Surabaya Ron.a1170,2000000000,110.0,210.0,5.0,3.0,3.0,1.0,Unfurnished,-7.31747,112.716637,rumah123
Dijual Rumah Karah Tama Asri Jambangan Surabaya Ron.a1202,2800000000,256.0,450.0,5.0,5.0,3.0,2.0,Unfurnished,-7.31747,112.716637,rumah123
Ldp 0006 Dijual Rumah 2 Lantai Area Jambangan Surabaya Dekat dengan Masjid Al Akbar Surabaya,1800000000,100.0,180.0,3.0,2.0,2.0,1.0,Unfurnished,-7.31747,112.716637,rumah123
Rumah Dijual di Jambangan Surabaya,2200000000,84.0,84.0,5.0,3.0,2.0,,Unfurnished,-7.319815203964961,112.71217080627004,rumah123
Rumah Dijual di Kebonsari Elveka Surabaya,3500000000,240.0,250.0,2.0,2.0,2.0,,Unfurnished,-7.3279952,112.7162067,rumah123
Rumah Dijual Dijalan Jambangan Indah Surabaya,1550000000,67.0,134.0,3.0,2.0,2.0,,Unfurnished,-7.31779185,112.7144514,rumah123
Dijual Rumah Palm Spring Regency Jambangan Surabaya Ron.a1716,2700000000,96.0,192.0,5.0,3.0,2.0,,Semi Furnished,-7.31747,112.716637,rumah123
Rumah Jambangan Sawah 2 Lantai Kondisi Bagus Surabaya,1800000000,100.0,180.0,3.0,3.0,2.0,1.0,Unfurnished,-7.31747,112.716637,rumah123
Rumah Scandinavian Siap Huni Dekat Cito Mall Surabaya,975000000,77.0,75.0,2.0,2.0,2.0,1.0,Unfurnished,-7.31747,112.71664,rumah123
Rumah Murah 0 Jalan Raya Jambangan,2700000000,444.0,444.0,2.0,4.0,1.0,2.0,Unfurnished,-7.31747,112.71664,rumah123
Rumah Murah 0 Jalan Raya Jambangan,2700000000,444.0,444.0,2.0,4.0,1.0,2.0,Unfurnished,-7.31747,112.71664,rumah123
"Siap Huni, Rumah, 2 Lantai, SHM, Dekat Tempat Ibadah, Dekat Akses Tol",3500000000,218.0,255.0,5.0,3.0,2.0,1.0,Unfurnished,-7.31747,112.716637,rumah123
Rumah Mewah 2 Lantai Desain Modern Minimalis Siap Huni,1830000000,112.0,130.0,4.0,3.0,2.0,2.0,Furnished,-7.377194,112.707117,rumah123
Rumah Desain Modern Minimalis Bebas Banjir Dekat Bandara Juanda,1100000000,112.0,75.0,3.0,1.0,1.0,2.0,Unfurnished,-7.377194,112.707117,rumah123
"Rumah 2 Lantai Scandinavian Modern Premium, Tampilan Estetik & Nyaman",1360000000,96.0,86.0,2.0,2.0,2.0,1.0,Unfurnished,-7.377194,112.707117,rumah123
Rumah Scandinavian Modern 2 Lantai Siap Huni Desain Minimalis Elegan,975000000,77.0,75.0,2.0,2.0,2.0,1.0,Unfurnished,-7.377194,112.707117,rumah123
Rumah 1 Lantai Jambangan Surabaya Selatan,1100000000,84.0,84.0,2.0,2.0,1.0,1.0,Unfurnished,-7.31747,112.716637,rumah123
Tanah Bonus Rumah Medokan Asri Timur Surabaya Dekat Merr,2750000000,325.0,280.0,8.0,4.0,1.0,1.0,Furnished,-7.31434,112.800232,rumah123
Rumah Cantik Luas Murah bisa KPR Rungkut,680000000,100.0,60.0,3.0,1.0,1.0,1.0,Unfurnished,-7.31434,112.80023,rumah123
Rumah Siap Huni dan Strategis di Pandugo Timur Surabaya Dekat Mer,1450000000,162.0,150.0,3.0,2.0,1.0,,Unfurnished,,,rumah123
Dijual Rumah Baruk Utara Strategis Selangkah Menuju Merr,1700000000,180.0,116.0,2.0,1.0,1.0,1.0,Unfurnished,-7.31434,112.800232,rumah123
"Dijual Rumah 1 Lantai Daerah Rungkut Harapan Area Komersial, Surabaya Timur",7200000000,600.0,415.0,5.0,4.0,1.0,2.0,Unfurnished,-7.31434,112.800232,rumah123
Rumah 2 Lantai di Kedung Baruk Rungkut Dekat Pandugo Wonorejo,2600000000,120.0,150.0,3.0,4.0,2.0,2.0,Semi Furnished,-7.28917,112.734,rumah123
"Rumah di Perum Taman Gunung Anyar, Surabaya",850000000,100.0,70.0,3.0,2.0,1.0,,Unfurnished,-7.31434,112.800232,rumah123
Rumah Baru 3 Kamar di Perum Bumi Wonorejo Asri Rungkut Surabaya,720000000,72.0,50.0,3.0,1.0,1.0,1.0,Unfurnished,-7.31434,112.800232,rumah123
Rumah Rungkut Barata Surabaya Timur Murah. Ron.a524,1200000000,120.0,100.0,4.0,3.0,2.0,1.0,Unfurnished,-7.31434,112.800232,rumah123
Rumah Pondok Nirwana Rungkut Surabaya Timur Murah. Rev.a282,1300000000,126.0,126.0,4.0,2.0,1.0,,Unfurnished,-7.31434,112.800232,rumah123
Rumah Rungkut Menanggal Harapan Surabaya Timur Murah. Ron.a974,1000000000,150.0,170.0,6.0,2.0,1.0,1.0,Unfurnished,-7.31434,112.800232,rumah123
Rumah Tambak Medokan Ayu Rungkut Surabaya Timur Murah. Ron A2157,685000000,100.0,150.0,4.0,2.0,2.0,1.0,Unfurnished,-7.31434,112.800232,rumah123
Rumah Pandugo Baru Rungkut Surabaya Timur Murah. Ron.a886,1900000000,135.0,170.0,5.0,4.0,2.0,1.0,Unfurnished,-7.31434,112.800232,rumah123
Jual Rumah Rungkut Harapan Baru Gress Siap Huni,1250000000,55.0,82.0,3.0,2.0,1.0,2.0,Unfurnished,-7.31434,112.800232,rumah123
"Rumah Rungkut Asri Strategis Dekat Yakaya, Dekat Kampus Upn",6500000000,390.0,234.0,4.0,3.0,1.0,,Unfurnished,-7.31434,112.800232,rumah123
Jual Rumah Siap Huni Wonorejo Rungkut Surabaya Timur,1450000000,100.0,150.0,5.0,2.0,2.0,1.0,Semi Furnished,-7.31434,112.800232,rumah123
Dijual Rumah 2 Lantai Surabaya Timur Daerah Rungkut Asri,5000000000,300.0,200.0,5.0,4.0,2.0,2.0,Semi Furnished,-7.31434,112.800232,rumah123
Gratis Iphone. Rumah Graha Natura Dijual 1M-An [2 Lantai] House For Sale. bisa Cicilan KPR,1000000000,72.0,86.0,3.0,2.0,2.0,1.0,Semi Furnished,-7.27993,112.654648,rumah123
Graha Natura Siap Huni 2Lt,3300000000,144.0,117.0,3.0,3.0,2.0,2.0,Unfurnished,-7.27993,112.654648,rumah123
Dijual Cepat Rumah Siap Huni di Graha Natura Cluster Acacia,3000000000,140.0,131.0,3.0,2.0,2.0,2.0,Semi Furnished,-7.27993,112.654648,rumah123
Dijual Rumah di Sambikerep Surabaya Barat,1700000000,112.0,200.0,4.0,2.0,1.0,1.0,Unfurnished,-7.27993,112.654648,rumah123
Jual Rumah Woodland,5300000000,210.0,325.0,5.0,5.0,2.0,2.0,Unfurnished,,,rumah123
Dijual Rumah Pakuwon 2 Lantai Villa Bukit Regency Full Furnished,6260000000,200.0,224.0,4.0,4.0,1.0,1.0,Furnished,-7.28917,112.734,rumah123
Rumah Baru Furnish Interior Swimming Pool Graha Natura,5050000000,200.0,221.0,4.0,4.0,2.0,2.0,Furnished,-7.27993,112.654648,rumah123
"Rumah Minimalis Graha Natura Termurah 3 Kamar Hanya 1,8Man",1800000000,90.0,97.0,3.0,3.0,2.0,,Unfurnished,-7.27993,112.654648,rumah123
Rumah Baru Full Furnish Ala Show Unit Graha Natura,4500000000,160.0,210.0,4.0,4.0,2.0,2.0,Furnished,-7.27993,112.654648,rumah123
Jual Cepat Rumah Minimalis Alam Galaxy Row Jalan 4 Mobil Furnish,2650000000,162.0,165.0,3.0,3.0,2.0,1.0,Furnished,-7.2799713,112.6546522,rumah123
Dijual Rumah Daerah Jelidro Kondisi Bagus,750000000,54.0,75.0,3.0,1.0,2.0,2.0,Semi Furnished,-7.27993,112.654648,rumah123
Dijual Rumah Murah 2 Lantai Daerah Jelidro,600000000,42.0,58.0,2.0,2.0,2.0,1.0,Semi Furnished,-7.27993,112.654648,rumah123
"Dijual Rumah 2,5 Lantai Daerah Lontar, Surabaya Barat",1250000000,80.0,100.0,4.0,2.0,2.0,2.0,Unfurnished,-7.27993,112.654648,rumah123
Rumah Termurah di Citraland Utama Bagus Gres Siap Huni,1850000000,120.0,200.0,4.0,4.0,2.0,2.0,Unfurnished,-7.27993,112.654648,rumah123
"Dijual Rumah Siap Huni Perumahan Graha Natura, Surabaya Barat",2700000000,140.0,130.0,4.0,4.0,2.0,1.0,Unfurnished,-7.27993,112.654648,rumah123
"Dijual/Sewa Cepat Rumah Villa Bukit Mas, Baru Renovasi Seperti Baru. Siap Yuni",6500000000,312.0,400.0,4.0,3.0,2.0,1.0,Semi Furnished,-7.27993,112.654648,rumah123
Dijual Rumah di Jelidro New Gress!!,780000000,75.0,54.0,3.0,1.0,1.0,1.0,Unfurnished,-7.27993,112.654648,rumah123
Dijual Cepat dan Nego Gila Gilaan Rumah di Perum Sambikerep Dekat Pakuwon Mall,950000000,98.0,100.0,2.0,1.0,1.0,1.0,Unfurnished,-7.27993,112.654648,rumah123
Dijual Rumah Waterfront Citraland Modern Full Furnished Siap Huni,7000000000,308.0,450.0,4.0,4.0,2.0,,Unfurnished,-7.27993,112.65465,rumah123
Gayungsari Timur Siap Huni 2Lt,4700000000,350.0,350.0,4.0,4.0,2.0,2.0,Unfurnished,-7.33,112.726021,rumah123
Rumah Baru Mewah Komplak Gayungsari Dekat Masjid Agung Al Akbar Surabaya,2850000000,125.0,190.0,4.0,3.0,2.0,2.0,Unfurnished,-7.28917,112.734,rumah123
Hunian Mewah 2 Lantai di Gayungsari Barat Hanya 2M An Saja,2950000000,125.0,180.0,4.0,3.0,2.0,2.0,Unfurnished,-7.33,112.726021,rumah123
Rumah Gayungan Murah,3400000000,275.0,293.0,6.0,3.0,2.0,1.0,Unfurnished,-7.33,112.726021,rumah123
Rumah 2 Lantai Gayungsari Barat Dekat ke Masjid Agung Polda Jatim,3100000000,137.0,225.0,4.0,3.0,2.0,3.0,Unfurnished,-7.33,112.726021,rumah123
"Dijual Rumah di Gayungsari Timur, Dekat Jln Ahmad Yani",4900000000,350.0,350.0,4.0,4.0,2.0,1.0,Furnished,,,rumah123
"*Termurahh, Terima Renovasi* ‼️Rumah Mewah, Lokasi Strategisjl. Kebonsari Elveka Vi Kebonsari, Gayungan, Surabaya.",3500000000,272.0,450.0,4.0,3.0,2.0,2.0,Unfurnished,-7.33,112.726021,rumah123
"Jual Rumah Murah Terima Renovasi, Kebonsari Elveka Gayungan Dekat Sekolah Al Hikmah, Polda Jatim, Unesa, Masjid Al Akbar, Trans Icon, Akses Tol Waru",3000000000,272.0,450.0,4.0,3.0,2.0,2.0,Unfurnished,-7.33,112.726021,rumah123
"Owner Butuh Cepat, Dijual Rumah di Gayungsari, Dekat Ahmad Yani dan Unesa",2500000000,175.0,157.0,2.0,1.0,1.0,,Unfurnished,-7.33,112.726021,rumah123
"Jarang Ada!! Rumah Mewah di Gayung Kebonsari Cocok untuk Usaha Salon, Kantor, Kafe, Praktek Dokter Dll",4800000000,200.0,270.0,5.0,3.0,2.0,2.0,Semi Furnished,-7.33,112.726021,rumah123
"Dijual Rumah 1 Lantai Gayung Kebonsari, Surabaya",4800000000,525.0,161.0,5.0,3.0,1.0,1.0,Unfurnished,-7.33,112.726021,rumah123
"RUMAH BARU GAYUNGSARI DEKAT KETINTANG, POLDA JATIM SURABAYA",2750000000,123.0,200.0,4.0,4.0,2.0,,Unfurnished,-7.33,112.72602,rumah123
Dijual Rumah Menanggal Selatan Gress Minimalis Siap Huni,1600000000,75.0,150.0,3.0,2.0,2.0,,Unfurnished,-7.33,112.72602,rumah123
